rainfall_mm,aqi,traffic_disruption,temperature_c,flood_history_score,visibility_km,humidity_pct,wind_speed_kmh,month,risk_level
27.0,37,0.256,29.9,0,4.6,33.5,9.9,11,LOW
6.8,191,0.476,22.0,1,2.3,64.4,9.4,6,LOW
27.6,53,0.556,24.9,1,7.0,84.7,0.9,1,LOW
12.1,79,0.46,17.2,0,7.2,96.8,4.0,7,LOW
34.8,270,0.292,39.6,0,8.8,35.3,2.3,3,LOW
39.1,134,0.254,43.0,3,4.4,79.6,78.0,7,LOW
0.1,38,0.58,42.9,0,7.9,43.4,46.7,6,LOW
1.2,40,0.081,31.8,2,5.7,32.4,2.9,10,MEDIUM
4.3,56,0.222,34.2,2,8.2,53.4,16.5,5,MEDIUM
16.6,123,0.212,40.6,0,1.3,70.2,17.0,12,LOW
32.9,120,0.256,30.1,0,4.9,72.1,27.5,7,LOW
9.2,46,0.152,24.4,0,1.9,33.4,1.4,5,LOW
14.0,35,0.625,27.4,1,8.0,94.9,11.0,10,MEDIUM
3.1,113,0.422,33.4,0,2.0,33.8,2.3,2,LOW
24.5,78,0.584,26.3,1,0.6,45.2,10.7,9,LOW
51.3,500,0.165,35.8,2,9.3,60.3,20.6,1,MEDIUM
4.7,93,0.248,21.2,1,5.1,96.2,0.8,10,LOW
10.2,384,0.097,30.1,3,9.9,99.4,10.1,6,MEDIUM
1.4,35,0.15,35.2,1,4.8,30.0,7.7,10,LOW
12.3,30,0.435,33.1,0,6.1,45.7,1.9,10,LOW
10.5,37,0.155,26.1,1,7.6,65.1,2.7,8,LOW
2.3,233,0.034,37.9,2,3.2,78.6,7.4,9,MEDIUM
8.8,367,0.12,34.1,0,1.8,76.0,19.7,7,MEDIUM
6.1,48,0.332,15.3,2,6.8,47.6,11.2,6,LOW
11.1,62,0.325,35.6,0,5.4,43.8,0.3,1,LOW
13.2,35,0.334,28.6,3,8.4,31.0,1.3,10,LOW
0.1,30,0.289,27.8,1,0.9,89.0,21.4,3,LOW
21.5,160,0.127,25.4,0,5.7,56.5,10.6,11,LOW
18.7,108,0.057,24.0,2,2.3,90.5,0.2,9,MEDIUM
6.8,91,0.517,33.7,0,6.4,52.7,9.1,9,LOW
0.8,30,0.407,36.4,1,7.7,82.9,1.8,3,LOW
21.1,334,0.201,33.2,2,3.0,34.9,25.2,8,MEDIUM
46.6,60,0.73,39.6,3,5.1,86.8,1.3,3,MEDIUM
4.1,138,0.527,36.7,0,4.5,92.4,0.8,12,LOW
5.9,30,0.038,15.9,2,7.7,48.5,10.4,6,MEDIUM
3.0,77,0.206,24.7,0,6.2,39.9,15.7,3,LOW
12.9,114,0.552,41.5,0,1.6,43.7,3.2,11,LOW
2.5,117,0.134,21.8,0,9.8,90.7,3.6,6,LOW
6.6,102,0.185,15.0,1,9.2,50.0,4.4,4,LOW
17.9,134,0.056,46.7,0,6.0,46.2,14.5,11,MEDIUM
12.3,36,0.266,34.4,0,7.9,98.5,3.0,11,LOW
7.3,105,0.064,26.5,3,0.7,76.9,0.9,6,LOW
8.2,99,0.031,25.2,0,2.4,88.3,3.7,9,LOW
12.4,108,0.039,37.0,1,7.8,82.3,33.8,3,LOW
0.1,95,0.124,35.8,1,1.5,56.2,5.7,6,LOW
1.2,33,0.215,34.6,0,0.9,90.4,8.2,3,LOW
32.0,31,0.268,30.5,0,6.3,71.2,14.4,11,LOW
1.2,30,0.089,21.8,1,0.8,76.0,8.2,10,LOW
18.4,173,0.455,31.7,1,2.2,52.8,10.7,10,LOW
37.9,175,0.337,40.5,2,1.3,98.7,21.2,5,LOW
4.7,177,0.074,27.7,1,5.6,89.8,4.7,6,LOW
6.9,115,0.418,36.8,2,6.9,40.4,1.2,9,MEDIUM
12.6,30,0.33,28.8,1,2.2,44.3,1.0,5,LOW
32.0,40,0.137,38.4,1,5.0,82.4,15.3,4,LOW
42.7,103,0.249,24.2,0,0.7,31.8,10.6,11,LOW
20.2,100,0.234,32.1,1,3.0,53.5,8.4,3,LOW
1.4,75,0.481,35.7,1,2.2,67.3,26.6,7,LOW
16.6,121,0.222,26.6,2,2.1,44.3,9.9,12,MEDIUM
7.9,91,0.41,34.9,2,2.6,91.1,0.5,11,MEDIUM
9.5,99,0.298,31.8,1,8.2,92.2,6.3,7,LOW
0.8,54,0.298,31.6,1,9.5,97.0,2.4,10,LOW
3.2,197,0.634,26.6,2,7.2,40.2,9.7,3,MEDIUM
23.4,64,0.094,40.0,0,1.2,35.6,2.1,2,LOW
9.1,31,0.105,24.4,0,6.5,68.9,10.4,1,LOW
5.4,49,0.248,34.2,2,7.5,85.5,21.5,10,MEDIUM
7.3,68,0.067,25.2,3,1.6,50.4,0.8,6,MEDIUM
28.9,199,0.185,31.5,1,3.3,46.9,3.0,11,LOW
20.7,87,0.575,37.1,3,4.6,66.2,11.2,11,MEDIUM
4.8,78,0.428,29.7,0,3.5,63.7,12.4,5,LOW
1.9,33,0.493,15.0,0,5.4,63.6,8.8,7,LOW
4.4,169,0.186,21.2,1,1.7,58.4,1.5,3,LOW
38.0,53,0.143,15.0,2,4.7,80.9,2.8,4,MEDIUM
13.1,83,0.321,32.5,1,7.5,73.0,23.8,11,LOW
11.4,294,0.345,32.0,0,4.9,64.1,17.1,11,LOW
13.6,135,0.332,29.2,0,2.5,80.4,30.0,1,LOW
6.8,30,0.196,27.0,2,8.1,48.3,5.3,3,MEDIUM
24.7,30,0.099,33.8,2,4.2,92.4,5.8,11,LOW
11.1,86,0.314,20.4,0,4.5,56.9,3.0,12,LOW
1.9,34,0.316,39.6,1,3.9,52.9,7.4,2,LOW
2.1,151,0.449,32.6,3,3.3,68.0,17.7,6,MEDIUM
11.5,93,0.389,24.4,1,6.2,48.9,2.8,7,LOW
41.4,103,0.092,28.7,0,2.3,48.8,1.5,2,LOW
5.5,51,0.192,30.9,3,7.8,35.5,13.9,7,MEDIUM
30.6,363,0.248,21.0,1,5.1,75.6,11.8,3,MEDIUM
21.7,500,0.423,37.4,0,8.9,93.9,17.7,6,MEDIUM
4.3,72,0.248,39.7,0,9.4,78.0,13.9,8,LOW
0.6,119,0.115,32.9,1,4.1,69.7,5.4,2,LOW
1.6,97,0.399,39.5,2,2.0,79.8,1.7,9,MEDIUM
19.6,73,0.196,50.0,2,5.3,97.7,12.5,8,MEDIUM
3.3,46,0.424,17.0,1,3.1,53.6,21.1,1,LOW
7.0,38,0.405,32.4,2,4.6,60.1,1.7,10,MEDIUM
10.4,36,0.293,21.3,0,4.1,50.0,7.3,1,LOW
19.4,124,0.174,44.5,2,4.8,31.2,4.0,11,LOW
1.8,59,0.384,34.0,0,5.2,54.3,7.3,10,LOW
7.8,30,0.116,26.4,0,6.5,35.0,0.3,4,LOW
10.0,128,0.518,29.9,2,0.5,90.1,4.4,8,MEDIUM
11.7,87,0.369,42.7,0,2.9,80.1,6.6,8,LOW
25.6,264,0.608,35.6,0,2.1,51.3,1.6,7,LOW
2.8,121,0.243,36.6,0,7.2,53.0,5.2,7,LOW
24.7,30,0.231,43.9,0,8.4,69.9,1.9,11,LOW
17.7,30,0.318,39.6,0,7.4,85.9,2.4,11,LOW
12.2,51,0.534,41.0,1,9.8,80.3,38.0,3,LOW
18.0,55,0.326,31.0,3,1.2,32.0,9.2,2,LOW
8.0,191,0.319,15.0,2,4.9,85.0,4.9,4,MEDIUM
2.2,89,0.166,32.8,0,9.0,91.7,7.4,12,LOW
16.4,223,0.302,26.7,0,3.5,36.3,4.8,4,LOW
11.2,31,0.351,38.3,0,8.1,83.9,9.2,7,LOW
15.3,195,0.43,17.8,0,5.8,47.6,0.0,10,LOW
6.2,160,0.349,38.6,0,9.8,42.2,2.7,1,LOW
35.6,30,0.38,33.5,3,4.0,68.1,45.0,11,MEDIUM
13.3,259,0.436,34.8,0,4.5,68.7,1.2,3,LOW
1.3,97,0.065,37.0,0,2.1,63.0,0.8,9,LOW
9.0,123,0.379,31.8,1,2.0,93.1,6.8,2,LOW
21.2,45,0.26,29.3,2,8.7,46.9,3.4,4,LOW
23.7,250,0.219,41.1,2,4.4,72.2,7.6,2,MEDIUM
10.2,35,0.446,36.7,3,6.4,58.7,32.4,7,MEDIUM
33.8,175,0.49,37.5,0,7.6,91.2,1.3,1,LOW
4.7,174,0.275,31.3,0,4.7,39.3,5.8,5,LOW
7.9,41,0.301,32.9,0,9.6,35.8,14.2,9,LOW
34.3,440,0.103,31.9,1,9.4,99.5,1.8,9,MEDIUM
34.0,108,0.196,18.0,2,7.0,70.4,12.5,4,LOW
17.4,152,0.35,21.0,0,10.0,93.8,5.1,3,LOW
29.4,30,0.106,31.0,2,0.5,58.6,9.7,4,LOW
1.4,490,0.287,17.0,0,0.6,72.3,7.5,11,MEDIUM
30.0,34,0.382,31.1,2,1.1,78.6,6.0,4,MEDIUM
5.8,204,0.381,24.8,2,9.5,99.0,6.5,10,MEDIUM
2.9,41,0.177,31.4,2,6.2,37.9,1.6,11,MEDIUM
4.1,55,0.529,33.4,1,9.3,38.7,5.7,12,LOW
8.1,169,0.243,17.1,0,1.7,66.6,14.0,7,LOW
4.3,205,0.063,34.6,2,0.8,33.9,22.7,1,MEDIUM
5.8,33,0.239,28.4,0,5.7,80.9,9.9,8,LOW
2.2,215,0.509,15.0,0,2.2,99.4,17.6,12,LOW
5.3,208,0.233,28.3,2,8.7,86.8,7.1,6,LOW
12.7,43,0.121,35.0,1,4.5,48.6,2.4,2,LOW
8.7,323,0.329,28.8,1,7.8,86.0,12.9,7,MEDIUM
6.4,30,0.147,28.3,3,5.4,74.0,12.1,9,MEDIUM
20.6,55,0.482,33.2,0,5.5,38.4,0.1,7,LOW
33.6,132,0.574,28.2,1,7.0,69.6,6.5,3,LOW
21.2,45,0.549,29.9,1,3.7,92.8,27.6,1,LOW
6.1,111,0.015,21.4,2,9.5,50.3,41.6,12,MEDIUM
20.5,109,0.014,27.9,0,4.3,76.1,6.1,10,LOW
2.5,78,0.417,47.1,1,4.3,32.9,12.8,4,MEDIUM
2.1,175,0.347,33.4,1,7.2,88.4,0.2,8,LOW
6.4,75,0.547,34.2,0,6.5,44.4,3.1,4,LOW
24.7,108,0.025,26.9,1,10.0,72.6,12.8,10,LOW
4.2,225,0.114,28.8,1,8.6,66.7,10.6,6,LOW
1.0,169,0.272,30.2,0,3.2,68.4,10.8,1,LOW
2.1,169,0.149,39.0,2,1.5,47.8,11.9,6,MEDIUM
29.4,36,0.357,41.6,1,1.5,69.1,5.6,1,LOW
15.1,137,0.06,28.4,0,3.9,72.2,27.8,1,LOW
4.4,45,0.233,31.8,0,5.0,59.8,4.6,11,LOW
12.2,32,0.5,30.1,0,6.6,74.3,23.2,3,LOW
11.2,85,0.14,38.1,3,8.6,43.4,0.6,10,MEDIUM
16.0,44,0.219,35.7,3,9.9,65.9,18.9,10,MEDIUM
4.0,169,0.349,31.3,2,4.4,80.2,3.6,4,LOW
30.0,173,0.335,40.1,1,5.7,55.8,10.8,2,LOW
5.6,30,0.273,36.1,2,6.2,58.8,0.6,6,LOW
17.8,46,0.156,25.8,2,5.8,41.5,0.8,10,MEDIUM
0.2,30,0.151,32.1,0,1.4,73.2,0.6,11,LOW
7.0,62,0.037,30.6,1,1.6,38.6,6.6,5,LOW
6.5,130,0.046,24.1,3,8.9,65.1,5.4,8,MEDIUM
11.8,74,0.143,30.2,0,6.9,44.7,3.8,11,LOW
1.1,56,0.539,41.1,1,6.9,43.6,5.9,2,LOW
23.4,255,0.409,40.8,1,8.2,36.7,3.8,7,LOW
3.7,30,0.041,39.3,1,1.3,55.0,20.5,4,LOW
17.0,242,0.029,38.2,1,4.4,90.7,8.3,4,LOW
24.4,58,0.114,33.7,1,2.8,72.3,3.7,4,LOW
12.4,85,0.188,27.2,1,6.8,84.5,6.1,11,LOW
20.3,59,0.201,36.5,0,2.5,38.0,20.2,4,LOW
16.3,309,0.366,18.8,2,7.1,51.9,5.3,2,MEDIUM
6.6,34,0.256,26.6,1,4.2,57.2,5.6,3,LOW
24.8,91,0.239,40.8,3,4.7,90.2,4.1,8,MEDIUM
5.2,137,0.323,28.1,0,8.3,76.5,3.0,10,LOW
12.7,30,0.285,37.1,0,3.8,64.3,6.4,5,LOW
20.5,43,0.331,29.1,0,2.9,51.0,13.3,10,LOW
7.1,80,0.059,36.4,1,8.6,83.2,4.6,5,LOW
5.4,44,0.252,19.7,0,7.0,92.2,2.6,5,LOW
9.2,47,0.081,42.2,1,4.3,67.6,10.8,7,LOW
25.6,68,0.502,23.1,1,5.2,33.0,16.5,9,LOW
39.9,151,0.125,21.1,0,3.8,49.0,0.2,1,LOW
11.8,68,0.218,41.7,2,5.7,82.2,10.0,2,MEDIUM
16.2,213,0.435,32.0,3,1.8,57.1,23.1,8,LOW
35.0,41,0.196,29.6,0,8.9,73.8,0.9,8,LOW
1.6,33,0.066,44.5,2,5.8,66.7,23.0,11,LOW
4.0,420,0.065,37.8,1,4.2,93.5,1.3,11,MEDIUM
18.5,53,0.136,28.4,1,5.9,51.5,57.5,4,LOW
26.0,32,0.407,30.9,2,2.0,61.2,7.2,12,MEDIUM
29.2,30,0.579,40.6,0,1.2,34.5,13.1,3,LOW
8.0,213,0.135,24.3,2,5.7,86.3,0.6,1,LOW
1.4,69,0.237,43.5,0,1.2,52.8,1.1,2,LOW
8.6,73,0.47,28.5,3,6.8,80.5,33.1,3,LOW
3.9,79,0.187,25.0,0,8.1,30.2,44.7,3,LOW
5.2,202,0.578,40.7,0,9.9,90.7,3.2,1,LOW
22.2,78,0.151,37.9,0,7.8,98.0,4.2,4,LOW
1.2,500,0.114,17.8,2,9.8,62.9,0.1,5,MEDIUM
26.4,100,0.317,31.1,1,0.7,63.8,31.2,2,LOW
8.4,210,0.061,23.2,3,5.8,73.1,25.0,8,MEDIUM
13.6,171,0.199,38.4,1,2.1,98.3,1.2,7,LOW
1.4,87,0.31,45.8,0,2.8,69.1,4.5,7,MEDIUM
6.2,56,0.369,36.3,2,7.5,35.2,34.0,9,LOW
1.4,117,0.106,25.9,0,2.9,69.6,1.3,12,LOW
48.9,135,0.127,39.1,0,2.2,59.3,20.7,8,LOW
24.7,57,0.315,31.6,0,4.0,83.3,2.3,2,LOW
9.2,103,0.155,31.4,0,1.3,51.2,0.7,8,LOW
3.8,242,0.369,28.1,0,1.9,94.7,1.5,10,LOW
40.6,472,0.119,32.8,0,1.9,86.0,12.4,1,MEDIUM
6.3,178,0.444,31.4,0,2.6,52.9,1.5,10,LOW
2.6,399,0.242,15.0,1,8.8,54.6,0.0,12,MEDIUM
12.4,54,0.449,32.2,0,3.3,66.2,14.9,11,LOW
43.2,158,0.531,30.9,1,3.1,37.0,10.7,12,LOW
0.1,263,0.508,34.8,0,1.7,78.3,21.0,9,LOW
4.1,44,0.618,15.9,3,0.7,72.6,8.6,10,MEDIUM
41.8,61,0.424,36.1,0,2.0,52.3,0.5,3,LOW
2.8,362,0.123,32.2,3,7.4,74.7,0.2,7,MEDIUM
1.8,41,0.091,36.0,1,9.7,36.9,15.4,5,LOW
12.7,31,0.277,19.0,2,7.6,96.6,22.1,4,LOW
29.7,306,0.311,22.1,0,8.6,34.7,16.1,6,MEDIUM
9.7,234,0.364,17.0,0,8.0,53.0,4.7,8,LOW
78.2,127,0.359,33.2,3,3.3,97.9,10.8,5,MEDIUM
17.1,87,0.271,29.2,1,7.4,57.9,0.8,9,LOW
1.2,63,0.268,30.8,1,7.6,92.0,12.7,9,LOW
74.1,113,0.291,20.9,3,3.0,40.6,2.9,8,MEDIUM
7.9,319,0.221,22.3,0,9.2,34.7,27.2,11,MEDIUM
5.1,109,0.355,15.0,0,10.0,37.6,4.1,2,LOW
12.2,500,0.164,21.2,1,5.8,98.0,4.1,5,MEDIUM
5.4,44,0.406,26.8,1,3.5,36.2,3.4,8,LOW
1.4,89,0.032,27.2,2,3.9,75.6,10.0,6,LOW
0.0,67,0.162,31.5,3,6.0,60.8,1.0,3,LOW
9.0,38,0.479,38.1,0,0.6,90.3,0.5,10,LOW
27.2,80,0.422,26.5,2,3.4,50.6,11.9,5,LOW
12.7,126,0.081,35.9,1,1.0,32.0,29.1,9,LOW
107.1,137,0.289,38.2,2,6.4,82.4,13.6,9,HIGH
5.1,500,0.377,41.2,0,6.2,71.2,2.9,12,MEDIUM
4.9,131,0.382,35.9,1,6.1,60.4,4.5,2,LOW
2.6,226,0.557,32.6,0,1.9,52.6,2.3,2,LOW
2.7,95,0.257,23.4,1,9.5,93.0,11.5,2,LOW
5.0,345,0.118,34.2,0,5.6,38.5,2.7,3,MEDIUM
23.6,500,0.105,29.0,3,5.8,39.9,8.5,5,MEDIUM
35.4,138,0.07,43.0,1,5.7,31.0,18.3,12,LOW
55.4,41,0.228,32.7,1,5.5,35.1,7.3,10,LOW
4.0,58,0.076,30.7,3,9.4,90.0,9.0,7,MEDIUM
32.0,113,0.128,43.3,1,6.2,85.6,34.5,12,LOW
6.0,130,0.302,28.1,1,5.1,37.2,3.8,3,LOW
1.8,157,0.259,32.0,0,7.8,84.6,16.0,1,LOW
30.6,130,0.083,48.1,2,2.9,74.9,11.6,4,MEDIUM
15.2,91,0.111,34.1,0,2.3,57.1,1.2,7,LOW
2.7,54,0.268,41.0,2,4.7,35.9,45.8,3,MEDIUM
8.4,124,0.108,44.0,2,0.6,72.2,11.7,8,MEDIUM
5.1,397,0.359,27.6,0,3.3,88.8,0.1,11,MEDIUM
20.0,204,0.476,39.3,2,4.5,59.4,12.8,4,LOW
9.1,138,0.314,29.3,1,6.0,59.7,1.4,10,LOW
68.0,205,0.7,48.3,1,5.7,87.9,3.5,11,HIGH
0.8,67,0.323,43.5,1,4.0,44.7,4.3,9,LOW
6.6,60,0.538,37.9,1,3.8,42.1,3.7,3,LOW
9.9,49,0.21,40.4,3,0.5,78.7,13.6,5,MEDIUM
10.5,81,0.579,26.4,3,8.9,76.0,14.0,9,MEDIUM
5.7,64,0.049,45.7,1,2.7,93.8,7.5,12,MEDIUM
19.6,237,0.131,24.8,1,3.9,53.4,8.4,10,LOW
31.2,62,0.114,35.3,0,0.7,44.1,3.8,9,LOW
41.9,47,0.188,26.3,0,9.6,60.0,0.2,7,LOW
24.5,426,0.04,38.9,1,5.2,56.9,4.3,12,MEDIUM
28.5,63,0.285,46.0,0,0.7,95.7,0.1,9,MEDIUM
12.0,102,0.353,35.6,1,2.9,94.2,20.0,8,LOW
26.2,129,0.19,34.5,1,8.9,60.0,10.2,10,LOW
5.4,36,0.105,31.1,1,4.1,58.9,38.8,8,LOW
7.6,242,0.195,32.8,1,7.0,61.1,2.0,3,LOW
5.7,150,0.538,29.3,2,6.3,81.2,10.7,3,MEDIUM
9.4,313,0.253,45.1,0,5.0,68.5,2.1,10,HIGH
5.0,52,0.829,38.4,1,8.4,50.2,10.2,2,LOW
48.9,97,0.38,29.2,0,0.9,83.8,6.8,1,LOW
5.6,93,0.084,32.5,1,9.2,93.3,10.9,11,LOW
1.5,111,0.038,50.0,1,7.3,80.2,12.9,3,MEDIUM
11.2,30,0.515,34.2,0,8.7,43.6,7.4,10,LOW
0.9,98,0.068,43.6,0,0.7,85.4,6.8,4,LOW
1.8,30,0.348,27.4,0,1.3,99.2,0.7,4,LOW
3.7,120,0.626,35.8,3,2.5,78.0,4.5,5,MEDIUM
9.4,30,0.264,27.0,1,6.1,47.1,3.6,10,LOW
8.5,30,0.456,27.7,1,1.4,30.4,9.8,8,LOW
24.1,173,0.071,38.3,3,9.3,57.0,3.2,7,LOW
20.2,58,0.259,24.8,0,7.6,62.9,2.6,6,LOW
8.3,41,0.26,22.5,3,8.2,93.7,18.9,5,LOW
6.1,249,0.122,37.5,1,6.0,73.4,17.6,10,LOW
5.7,117,0.52,28.1,2,6.5,49.7,4.0,10,MEDIUM
22.3,181,0.28,29.8,0,2.6,78.4,0.9,10,LOW
0.8,79,0.1,17.6,0,9.1,36.5,6.9,11,LOW
0.2,500,0.29,21.8,0,6.7,44.9,6.0,6,MEDIUM
23.8,56,0.273,33.8,1,4.5,82.1,20.4,11,LOW
9.7,363,0.202,30.1,0,8.9,50.8,7.9,9,MEDIUM
2.1,86,0.112,39.3,2,8.7,32.2,28.6,8,MEDIUM
4.0,30,0.125,24.8,0,0.5,64.8,6.6,8,LOW
40.4,132,0.373,30.7,0,9.3,76.1,11.0,6,LOW
29.4,116,0.322,32.4,0,4.0,85.2,6.5,1,LOW
18.6,39,0.043,30.4,2,4.5,51.4,3.9,1,LOW
9.9,43,0.385,36.8,3,1.3,59.7,0.3,5,LOW
11.0,88,0.301,23.3,3,8.8,69.0,15.8,8,MEDIUM
55.5,119,0.167,36.1,0,5.6,35.2,23.3,5,LOW
50.6,30,0.107,41.1,0,9.1,43.8,13.2,7,LOW
3.6,209,0.248,25.4,1,7.9,55.8,3.2,2,LOW
25.0,61,0.476,35.2,1,9.0,48.7,17.0,11,LOW
3.3,31,0.266,34.9,0,9.5,62.6,9.5,7,LOW
3.6,191,0.321,36.7,2,8.9,75.6,11.5,5,MEDIUM
16.9,88,0.106,32.0,0,2.5,67.8,0.7,12,LOW
7.8,238,0.084,43.3,1,1.2,84.2,8.7,10,LOW
40.2,128,0.408,48.9,0,6.4,73.8,8.2,3,MEDIUM
1.4,90,0.401,37.0,1,2.0,50.4,10.8,1,LOW
10.7,80,0.313,34.5,0,8.7,38.4,14.8,12,LOW
37.6,132,0.147,32.1,3,9.5,74.8,5.2,12,LOW
35.2,65,0.132,21.5,1,1.7,44.8,1.7,9,LOW
2.6,46,0.138,20.6,3,2.7,52.3,25.8,10,LOW
6.9,147,0.54,22.8,0,6.4,85.7,15.0,7,LOW
14.5,80,0.409,34.1,2,7.4,45.4,7.8,8,LOW
2.6,92,0.183,30.5,2,5.4,67.6,4.4,10,MEDIUM
51.6,215,0.178,44.2,2,4.0,36.6,41.3,10,LOW
36.9,82,0.236,15.0,1,3.4,59.2,1.0,4,LOW
2.7,91,0.411,32.3,1,6.8,98.6,27.3,3,LOW
1.9,56,0.254,35.5,1,7.6,96.8,5.2,5,LOW
1.3,127,0.363,39.2,3,3.2,96.3,1.0,1,MEDIUM
36.0,119,0.212,33.1,0,3.6,71.7,4.8,6,LOW
3.2,185,0.497,34.9,0,4.9,50.6,13.8,12,LOW
8.1,57,0.339,33.4,1,4.8,54.8,5.5,1,LOW
8.9,62,0.348,35.5,0,8.5,44.4,6.8,12,LOW
13.7,170,0.52,31.8,1,4.7,36.8,17.3,8,LOW
1.1,110,0.273,48.9,0,9.8,41.8,9.6,5,MEDIUM
3.9,44,0.091,36.6,0,3.5,62.7,11.0,12,LOW
40.2,256,0.449,33.6,2,7.1,31.9,1.7,10,MEDIUM
35.9,30,0.434,26.1,0,7.7,95.7,2.9,12,LOW
22.8,169,0.361,29.3,0,6.5,69.3,5.3,7,LOW
0.3,33,0.259,44.1,0,4.0,42.1,1.2,4,LOW
5.9,407,0.196,15.0,0,2.9,59.1,3.3,5,MEDIUM
14.8,30,0.296,32.5,3,6.2,56.3,17.9,2,MEDIUM
4.8,226,0.3,31.8,1,6.8,88.5,0.2,7,LOW
36.1,84,0.465,36.0,2,2.9,38.4,0.5,9,LOW
15.1,67,0.451,34.1,1,3.7,60.1,11.6,7,LOW
1.1,104,0.158,44.1,3,8.7,79.8,4.9,4,LOW
36.0,149,0.212,32.8,1,8.2,56.1,14.8,8,LOW
47.5,44,0.238,31.5,0,2.2,55.0,26.9,11,LOW
1.2,47,0.309,39.6,0,9.4,53.8,3.1,11,LOW
11.4,151,0.323,44.3,1,6.5,83.3,0.4,6,LOW
5.4,30,0.098,37.5,0,5.2,38.4,6.1,6,LOW
7.5,56,0.342,40.1,0,2.4,90.0,33.3,3,LOW
3.0,500,0.162,30.3,0,7.4,35.0,7.9,12,MEDIUM
12.9,41,0.184,33.0,1,9.2,52.3,4.7,11,LOW
47.5,225,0.236,43.9,1,1.1,57.2,8.0,2,LOW
10.5,56,0.213,36.2,3,5.4,57.6,1.8,3,MEDIUM
1.3,135,0.146,30.1,0,8.8,43.1,13.9,11,LOW
14.5,152,0.387,32.3,0,9.5,72.2,11.4,12,LOW
6.2,222,0.135,40.3,1,1.2,61.8,12.9,7,LOW
29.1,77,0.4,41.0,0,8.0,69.7,3.6,3,LOW
8.6,442,0.171,25.3,1,3.2,73.0,16.8,7,MEDIUM
3.2,56,0.032,34.9,1,5.6,43.4,22.3,3,LOW
3.2,109,0.279,31.9,1,7.9,94.4,31.1,4,LOW
22.0,110,0.142,31.5,1,5.7,88.1,10.2,11,LOW
4.6,37,0.321,42.6,0,1.5,88.0,4.3,5,LOW
21.9,72,0.136,30.1,0,6.1,67.2,4.9,2,LOW
3.5,102,0.344,27.4,0,1.6,87.4,8.3,5,LOW
5.8,64,0.233,25.5,1,3.8,73.9,8.6,11,LOW
9.4,500,0.419,30.6,0,5.8,61.5,15.7,10,MEDIUM
43.0,46,0.401,26.1,0,9.9,82.7,0.9,6,LOW
40.3,231,0.108,25.1,0,7.4,72.0,8.4,9,LOW
3.5,179,0.092,24.9,0,3.4,30.1,4.3,10,LOW
6.7,89,0.027,25.4,0,8.8,99.8,18.0,4,LOW
2.4,45,0.432,25.9,0,2.6,60.1,4.3,10,LOW
10.7,49,0.143,35.2,1,4.1,70.0,6.3,5,LOW
9.3,59,0.083,16.3,0,6.6,58.4,2.6,4,LOW
34.7,30,0.366,26.4,2,4.4,37.0,3.5,5,LOW
39.9,40,0.266,31.2,1,7.4,88.4,8.1,1,LOW
7.3,30,0.065,41.2,1,6.7,77.8,5.5,11,LOW
10.2,264,0.12,30.0,0,6.8,88.0,2.3,8,LOW
34.0,148,0.744,30.8,1,4.5,63.9,6.4,9,MEDIUM
24.7,169,0.579,31.3,1,1.0,85.4,1.8,3,LOW
0.1,144,0.504,17.4,0,8.8,85.8,21.3,10,LOW
5.8,103,0.273,37.3,0,1.2,53.5,25.8,3,LOW
8.2,290,0.332,36.9,2,4.9,30.3,2.6,9,LOW
3.9,55,0.331,38.5,2,3.4,90.2,0.5,12,MEDIUM
3.3,98,0.389,50.0,1,3.3,42.9,26.2,9,MEDIUM
0.6,164,0.186,21.6,2,2.7,90.8,3.7,7,MEDIUM
15.5,31,0.469,20.1,2,3.1,73.3,2.1,5,MEDIUM
4.6,500,0.33,37.6,0,9.6,74.4,25.2,1,MEDIUM
0.8,92,0.032,29.3,1,9.7,47.3,21.4,9,LOW
3.9,101,0.318,24.1,1,5.9,58.2,0.5,12,LOW
24.3,246,0.459,29.7,1,5.5,51.8,2.3,6,LOW
28.6,187,0.239,27.1,2,1.0,43.3,16.7,3,MEDIUM
9.9,93,0.098,45.8,0,8.1,80.7,3.1,5,MEDIUM
8.1,100,0.017,50.0,0,2.1,36.7,11.0,11,MEDIUM
57.2,30,0.597,18.9,1,1.9,65.8,0.4,9,LOW
3.4,58,0.189,20.2,2,4.5,67.5,18.4,1,MEDIUM
3.6,136,0.277,25.9,2,3.8,96.9,5.5,10,MEDIUM
5.2,128,0.58,26.5,0,1.4,90.9,6.3,1,LOW
2.8,239,0.364,25.8,1,1.9,64.4,16.5,10,LOW
7.2,82,0.226,30.4,0,9.9,89.1,6.1,4,LOW
36.3,30,0.499,28.4,2,7.5,85.3,1.1,6,MEDIUM
14.3,210,0.11,21.2,2,6.2,32.0,7.0,3,LOW
8.0,284,0.157,23.8,1,3.4,94.5,6.1,3,LOW
40.9,185,0.089,44.4,1,4.6,78.2,6.0,4,LOW
0.7,79,0.216,29.1,2,6.5,77.0,2.1,12,LOW
3.5,208,0.116,28.7,0,8.0,79.9,1.8,1,LOW
12.5,500,0.722,19.8,2,9.5,45.7,15.0,5,MEDIUM
14.3,99,0.074,28.3,0,1.7,32.0,9.7,8,LOW
0.6,32,0.085,39.7,1,2.3,46.2,0.1,6,LOW
7.7,56,0.128,36.8,1,5.9,85.6,18.0,3,LOW
