months_active,trust_score,avg_monthly_income,fraud_flags,existing_loans,claims_paid,zone_tier,is_eligible,max_loan_amount
4.5,74.6,12616,0,1,2,2,1,7504
15.7,58.3,8612,0,1,2,3,1,7126
6.7,79.1,12345,0,2,2,1,0,0
14.2,78.9,18710,1,2,6,3,0,0
35.0,73.9,3000,0,0,1,3,0,0
10.3,66.1,16116,1,0,5,3,0,0
23.4,56.3,3720,0,0,4,3,0,0
1.2,55.7,8023,0,3,2,2,0,0
14.6,62.9,8137,0,1,4,1,1,6547
10.3,52.4,9846,0,0,3,1,1,7027
7.9,41.2,11564,0,3,2,1,0,0
2.0,80.7,15570,0,0,5,2,0,0
2.4,78.6,15579,0,2,2,3,0,0
1.2,47.2,3000,0,1,3,1,0,0
3.2,95.7,9754,0,1,4,1,1,5536
19.2,53.1,3524,0,1,1,2,0,0
8.9,60.5,11890,0,3,3,3,0,0
6.9,67.5,11744,0,0,6,1,1,7555
3.0,62.4,10766,0,0,1,2,0,0
0.8,67.0,12010,0,1,5,1,0,0
10.3,45.7,10550,0,0,0,1,1,7543
12.1,80.4,18418,0,1,5,3,1,10000
16.8,63.8,19001,0,1,1,2,1,10000
2.0,63.3,18539,0,1,1,3,0,0
10.1,62.0,9018,0,3,4,3,0,0
0.5,91.4,18576,1,2,2,1,0,0
14.9,67.6,7917,0,0,4,1,0,0
1.8,89.6,14164,0,0,7,1,0,0
1.5,14.8,11991,0,0,2,2,0,0
6.5,75.8,9638,1,0,6,2,0,0
4.7,86.9,20444,0,0,6,1,1,10000
6.4,86.4,7235,0,2,3,1,0,0
0.7,51.9,13515,0,0,1,2,0,0
18.2,82.2,13976,0,0,4,3,1,10000
13.3,43.9,8635,0,1,0,2,1,6719
14.7,72.1,14002,0,0,4,1,1,10000
3.2,60.5,13143,0,2,6,2,0,0
13.2,51.0,10851,0,0,4,2,1,8399
11.7,20.4,9563,0,3,4,1,0,0
17.1,64.7,9675,0,0,1,2,1,8291
10.3,56.1,7038,0,0,4,3,0,0
1.3,66.4,8701,0,0,2,3,0,0
6.4,64.8,11193,1,1,2,1,0,0
2.2,82.5,9609,0,1,3,2,0,0
2.7,72.5,5203,0,0,4,3,0,0
1.4,64.5,11231,1,2,3,1,0,0
0.5,79.2,12536,0,0,3,2,0,0
11.7,41.3,13646,0,3,2,3,0,0
0.9,55.6,11904,0,1,6,1,0,0
4.4,56.3,18429,0,1,3,2,1,10000
2.4,80.2,17507,0,0,3,2,0,0
7.8,45.0,13362,0,0,4,3,1,8840
6.7,59.6,12761,0,0,5,1,1,8171
45.6,44.5,12885,0,0,3,1,1,10000
7.0,83.3,9801,0,1,1,2,1,6320
6.1,35.4,14937,0,2,0,1,0,0
20.9,65.6,12905,0,0,5,3,1,10000
41.5,50.5,19821,0,2,1,3,0,0
22.3,29.6,8746,0,0,0,1,0,0
1.9,76.2,6752,0,0,4,1,0,0
23.7,57.2,15198,0,0,6,3,1,10000
3.4,23.4,9837,0,0,2,3,0,0
5.2,65.2,13377,0,0,1,2,1,8133
40.2,52.8,3388,0,2,6,1,0,0
5.6,60.5,16981,0,0,2,2,1,10000
11.0,93.0,14061,0,2,7,1,0,0
48.0,91.7,18924,0,0,4,1,1,10000
25.3,47.9,9933,0,2,1,2,0,0
1.7,67.9,8845,0,0,2,1,0,0
1.5,36.8,13026,0,2,2,3,0,0
19.0,76.6,9045,0,2,2,1,0,0
20.5,63.9,6478,0,1,3,3,0,0
1.9,51.1,17131,0,0,0,1,0,0
5.4,63.2,10556,0,2,3,1,0,0
5.7,77.0,9388,0,0,4,2,1,5812
14.0,30.9,10510,0,0,4,1,0,0
2.0,60.1,13152,0,2,3,1,0,0
2.2,51.5,9759,0,0,1,1,0,0
4.1,48.2,11451,0,0,4,2,1,6715
38.0,87.1,12531,2,1,5,2,0,0
9.3,48.8,18013,0,3,6,3,0,0
4.9,52.9,13296,0,1,5,3,1,8016
18.8,60.5,8450,0,2,5,2,0,0
3.0,79.7,12516,0,1,5,1,0,0
13.4,74.7,18294,0,0,2,1,1,10000
19.6,48.9,16597,0,0,2,2,1,10000
9.9,65.2,4766,0,1,6,2,0,0
9.3,56.6,11831,0,1,3,3,1,8210
1.6,29.1,19249,0,0,3,3,0,0
11.2,81.3,14517,0,2,2,2,0,0
6.0,66.7,14439,0,1,1,1,1,9027
7.8,70.7,14809,0,2,4,1,0,0
7.5,80.9,16256,1,2,3,3,0,0
11.0,73.5,14983,0,1,4,1,1,10000
9.3,56.0,16307,0,1,4,2,1,10000
3.4,66.2,7981,0,0,2,2,0,0
21.6,36.2,9015,0,0,1,1,0,0
15.6,59.3,12050,0,0,6,1,1,9939
2.2,59.1,6448,0,0,2,2,0,0
1.2,40.6,10089,0,0,1,2,0,0
3.7,58.1,8441,0,0,1,2,1,4871
14.1,69.5,9504,0,1,4,2,1,7547
17.3,40.7,12723,0,0,7,1,1,10000
19.2,61.6,7891,0,1,5,2,0,0
1.4,39.8,5937,1,0,2,1,0,0
12.4,84.3,12539,0,0,6,2,1,9509
15.2,48.2,10238,0,0,8,2,1,8354
0.5,88.6,11551,1,1,3,1,0,0
7.1,51.1,12217,0,1,3,1,1,7917
19.3,88.3,12807,0,0,3,3,1,10000
30.6,53.9,13299,0,3,5,1,0,0
2.4,58.3,15503,0,2,1,3,0,0
13.4,61.7,12964,0,3,3,2,0,0
3.7,37.4,13274,0,1,2,1,0,0
19.3,61.7,10975,0,0,6,3,1,9912
9.7,62.2,8200,0,1,4,1,1,5755
1.7,83.2,18742,0,0,2,1,0,0
5.7,65.1,4996,0,0,2,3,0,0
6.8,59.3,6120,0,0,3,3,0,0
4.5,46.5,9402,0,0,1,2,1,5579
2.8,57.4,12758,0,1,0,3,0,0
5.9,73.7,14952,1,1,2,2,0,0
8.3,52.7,14040,0,0,3,2,1,9438
4.9,70.6,10706,0,0,2,1,1,6454
23.4,65.4,19996,0,0,2,1,1,10000
4.1,58.3,7610,0,0,3,2,0,0
2.0,72.4,4807,0,1,2,1,0,0
8.3,58.6,15654,1,0,3,2,0,0
48.0,40.2,15109,0,0,4,2,1,10000
0.6,64.4,13356,2,0,2,3,0,0
3.9,59.5,4868,0,0,4,1,0,0
3.0,58.4,15950,0,3,2,3,0,0
8.9,88.6,11816,0,0,3,2,1,8109
2.3,30.7,12861,0,0,3,1,0,0
6.8,80.5,7060,0,1,5,2,0,0
17.8,65.2,18497,1,0,3,1,0,0
13.3,87.8,12836,0,0,3,3,1,9983
30.2,92.7,11260,0,1,2,2,1,10000
20.4,59.1,17513,0,0,8,2,1,10000
25.6,67.4,9555,0,0,5,2,1,9881
3.8,82.0,13515,0,1,3,3,1,7834
1.2,33.9,5247,1,1,4,2,0,0
5.2,61.3,19461,0,1,3,3,1,10000
6.3,55.5,9145,0,0,3,3,1,5778
21.9,78.2,16449,0,0,1,1,1,10000
27.8,69.5,17133,0,2,3,1,0,0
28.9,63.0,18280,0,1,4,2,1,10000
0.5,38.4,8817,0,1,3,2,0,0
3.3,79.4,16156,0,0,4,3,1,9203
9.5,57.8,13303,0,0,5,1,1,9297
9.6,40.5,8046,1,3,2,1,0,0
48.0,41.8,11222,0,3,3,3,0,0
14.1,54.6,7101,0,0,3,2,0,0
38.9,59.4,21867,0,2,0,3,0,0
24.5,43.0,11661,0,0,4,1,1,10000
16.5,72.6,10125,0,1,3,1,1,8550
7.1,61.1,8600,0,0,4,1,1,5573
6.1,69.9,10427,0,0,4,3,1,6537
0.5,83.4,11102,1,0,4,3,0,0
7.0,25.1,14310,0,1,3,3,0,0
5.0,75.4,9933,0,0,3,3,1,6004
1.5,75.4,11044,0,2,6,1,0,0
5.3,83.3,13773,0,0,5,3,1,8407
9.3,89.1,12841,0,1,6,1,1,8916
5.6,80.1,11442,0,0,4,3,1,7063
9.0,56.5,12825,0,1,1,1,1,8811
8.8,41.7,8598,0,0,2,2,1,5872
5.8,61.6,12944,0,0,3,2,1,8034
24.3,62.5,12870,0,1,3,3,1,10000
8.6,64.7,7130,0,0,3,1,0,0
25.5,77.7,12637,0,0,4,1,1,10000
20.6,67.0,7636,0,0,7,3,0,0
5.4,68.8,17323,0,0,6,1,1,10000
8.4,62.0,9453,0,0,3,3,1,6379
0.5,66.2,10938,0,1,4,3,0,0
10.7,86.3,11678,0,0,3,3,1,8447
12.4,38.3,13572,0,0,1,3,0,0
4.1,95.0,12768,0,2,1,2,0,0
48.0,33.1,12036,0,3,3,1,0,0
24.3,59.1,13117,0,1,3,1,1,10000
1.5,54.4,16094,0,0,0,3,0,0
22.4,81.0,12581,0,0,2,2,1,10000
15.3,58.9,12670,1,1,4,1,0,0
16.4,59.4,17407,0,1,4,3,1,10000
11.4,60.4,17544,0,1,3,2,1,10000
44.1,62.6,8590,1,0,6,3,0,0
43.1,58.4,4986,0,3,1,1,0,0
8.0,49.7,6436,0,1,2,2,0,0
20.0,42.6,16839,0,0,1,2,1,10000
13.4,54.0,18420,0,0,1,2,1,10000
5.3,79.0,11761,0,0,1,1,1,7180
3.1,62.2,13659,0,1,2,1,1,7711
1.7,87.4,13943,0,0,3,3,0,0
0.5,57.8,13587,0,1,5,3,0,0
7.0,36.0,12232,0,1,4,1,0,0
7.1,88.2,7083,0,1,4,3,0,0
1.8,70.5,7902,0,1,5,2,0,0
4.9,73.2,9618,0,0,3,3,1,5799
34.3,65.0,9778,0,0,2,1,1,10000
22.1,38.2,13859,0,1,4,3,0,0
1.6,78.4,13114,0,0,1,1,0,0
6.7,83.5,5419,0,3,1,2,0,0
16.6,84.9,14724,0,1,3,1,1,10000
8.8,69.3,5765,0,1,3,3,0,0
20.8,90.1,14178,0,1,3,3,1,10000
15.3,46.9,12564,0,2,0,3,0,0
7.3,68.7,11260,0,2,3,2,0,0
12.5,29.3,6015,1,0,2,2,0,0
0.5,90.5,15822,0,2,3,3,0,0
44.2,67.6,12427,0,1,7,2,1,10000
0.5,50.9,8110,0,0,2,2,0,0
12.8,52.1,12115,0,0,4,3,1,9285
10.4,89.7,15766,0,1,5,3,1,10000
1.5,34.5,10673,0,2,5,1,0,0
28.3,62.9,11889,0,3,2,3,0,0
45.2,51.9,4155,0,1,2,1,0,0
16.3,50.5,13852,1,0,2,2,0,0
3.2,34.9,16109,0,0,5,2,0,0
0.5,76.5,13269,0,0,1,3,0,0
39.2,67.5,17544,0,0,3,1,1,10000
8.9,66.4,5065,0,3,7,3,0,0
21.7,21.6,12711,0,1,3,1,0,0
20.5,78.3,11021,0,0,2,1,1,10000
26.2,40.6,16544,0,0,5,3,1,10000
2.7,38.5,6727,0,0,0,3,0,0
5.9,64.8,9313,0,1,5,3,1,5805
2.6,42.1,20948,0,0,5,1,0,0
14.2,80.9,9368,0,0,2,3,1,7450
11.2,79.0,15042,0,0,2,2,1,10000
4.7,81.1,10189,0,1,2,3,1,6103
1.5,91.6,8452,0,1,4,1,0,0
3.2,63.0,15231,0,0,4,2,1,8621
9.8,72.1,3531,0,3,4,2,0,0
20.1,66.6,9375,0,3,1,2,0,0
2.7,53.3,17435,0,0,2,2,0,0
25.4,80.9,14343,0,0,4,2,1,10000
4.6,68.9,18899,0,1,2,2,1,10000
26.4,25.7,7996,0,0,2,2,0,0
4.0,58.3,11540,0,0,4,2,1,6722
11.8,57.1,8692,0,3,2,1,0,0
5.5,81.8,15726,0,0,1,2,1,9670
27.3,61.8,4829,0,0,5,3,0,0
1.1,91.9,17352,0,1,3,1,0,0
15.4,86.8,9764,0,1,3,1,1,8011
8.0,41.1,16646,0,0,8,3,1,10000
8.8,14.8,13491,0,0,3,3,0,0
8.1,88.0,19186,0,0,2,3,1,10000
9.4,40.9,13881,0,0,7,1,1,9647
6.7,63.4,11736,0,0,4,3,1,7507
4.6,71.9,10416,1,1,2,1,0,0
15.6,87.5,6458,0,1,0,2,0,0
17.1,74.5,7377,0,1,2,2,0,0
27.6,93.7,15595,0,1,3,2,1,10000
6.5,84.1,4766,0,3,2,1,0,0
36.4,57.8,9063,0,1,2,2,1,10000
17.5,55.8,10503,0,1,1,1,1,9082
11.6,68.0,15052,0,0,4,2,1,10000
1.0,76.4,12212,0,2,3,1,0,0
35.1,66.2,11392,0,1,1,2,1,10000
1.0,70.6,14422,0,0,2,3,0,0
8.4,52.5,5743,0,0,4,1,0,0
1.8,89.8,15448,0,0,2,3,0,0
12.5,57.4,18591,0,1,5,1,1,10000
29.5,87.0,10437,0,1,5,1,1,10000
1.9,62.8,12574,0,0,3,3,0,0
20.2,79.3,3953,0,1,2,1,0,0
6.9,73.7,6924,0,1,4,3,0,0
8.6,54.4,12934,0,1,6,2,1,8784
9.2,70.6,16485,0,1,5,1,1,10000
23.9,44.3,3000,0,1,4,3,0,0
44.5,53.8,13380,0,1,3,2,1,10000
20.6,84.4,12972,1,3,3,2,0,0
5.9,57.7,5932,0,0,3,1,0,0
10.0,43.2,13976,0,1,1,1,1,9897
4.4,47.5,6423,0,1,3,2,0,0
6.5,70.9,9400,0,0,4,2,1,5971
17.0,77.2,15664,1,1,4,1,0,0
36.3,64.2,10472,0,0,0,3,1,10000
2.9,29.8,7045,0,2,4,1,0,0
28.5,37.6,25815,0,0,3,2,0,0
0.5,78.8,13533,0,0,2,2,0,0
14.3,46.4,12041,0,0,3,2,1,9617
10.6,64.8,10385,0,0,3,2,1,7477
27.7,82.8,15319,0,1,2,1,1,10000
17.7,77.6,12564,0,2,4,2,0,0
10.8,82.3,12787,0,1,3,3,1,9265
7.6,69.3,9738,0,0,3,3,1,6415
13.1,69.5,14346,0,0,3,2,1,10000
5.4,89.3,11776,0,0,1,2,1,7211
3.5,67.2,9681,0,1,4,1,1,5553
27.0,54.8,8079,0,1,4,2,1,8585
5.7,58.7,14478,0,2,1,3,0,0
21.3,89.1,16221,0,0,1,3,1,10000
0.5,67.2,16672,1,2,4,3,0,0
24.3,62.3,21055,0,2,1,2,0,0
5.6,58.3,15971,0,1,2,1,1,9858
16.8,23.7,14681,0,1,6,3,0,0
13.9,46.7,7949,0,0,0,1,0,0
15.3,98.7,8799,0,2,5,3,0,0
15.0,91.5,9348,0,1,1,1,1,7601
23.7,79.3,8350,0,1,1,1,1,8290
1.2,82.5,7770,0,1,3,2,0,0
2.1,70.1,9160,0,2,2,2,0,0
26.6,61.4,9993,0,3,4,3,0,0
9.4,53.7,4624,0,0,3,2,0,0
25.2,69.3,14985,0,2,4,3,0,0
1.0,61.5,13166,0,1,3,3,0,0
6.3,32.5,11456,0,2,4,2,0,0
22.5,43.0,13604,0,0,3,1,1,10000
43.9,72.0,13060,0,0,5,3,1,10000
2.9,66.5,9826,0,1,3,1,0,0
0.9,62.8,13862,0,1,1,2,0,0
14.8,72.1,11954,0,0,0,1,1,9656
12.5,41.6,9381,0,3,6,3,0,0
8.9,48.2,15181,0,0,6,3,1,10000
0.5,65.1,10458,0,2,0,3,0,0
10.4,58.2,13121,0,2,3,2,0,0
15.5,75.1,12670,0,0,2,1,1,10000
4.2,64.5,16436,0,2,4,2,0,0
10.2,31.9,14377,0,1,5,3,0,0
0.5,69.3,8722,0,0,1,2,0,0
15.6,37.0,3926,0,2,4,1,0,0
12.7,87.7,4077,0,0,2,2,0,0
3.4,42.1,16659,0,0,2,3,1,9500
19.4,64.4,11441,0,1,9,3,1,10000
0.5,87.9,16121,0,0,6,3,0,0
24.8,84.8,10982,0,1,2,3,1,10000
0.5,75.4,15598,0,1,2,3,0,0
48.0,35.6,6107,0,1,5,3,0,0
1.0,86.5,3000,1,2,2,2,0,0
7.3,73.1,8556,0,2,3,2,0,0
6.8,85.6,9962,0,1,3,1,1,6398
1.0,60.8,4198,0,0,4,2,0,0
6.0,65.9,13764,0,0,3,1,1,8606
6.2,41.3,4978,0,0,5,3,0,0
20.4,88.0,7793,0,0,3,1,0,0
28.9,60.8,20059,1,0,3,2,0,0
19.4,44.1,6152,0,0,3,3,0,0
9.3,66.8,8984,0,0,5,3,1,6240
3.0,64.7,13007,0,1,1,1,1,7325
5.6,46.4,16587,0,0,6,3,1,10000
3.6,84.6,16624,0,3,2,2,0,0
0.8,66.3,13342,0,0,3,2,0,0
24.6,60.8,8786,0,0,2,2,1,8889
5.8,69.4,10911,0,1,4,2,1,6766
5.7,58.6,10094,0,1,0,3,1,6238
4.4,70.3,12416,0,0,0,3,1,7336
1.4,37.2,6290,0,0,2,2,0,0
14.2,87.4,12306,0,2,3,3,0,0
11.7,51.7,14623,0,1,2,3,1,10000
0.5,79.6,14989,0,2,5,2,0,0
1.6,58.3,14877,0,0,3,3,0,0
36.6,74.0,11402,0,0,4,2,1,10000
11.9,64.9,15929,1,1,2,1,0,0
5.5,82.6,8620,0,0,3,2,1,5291
11.6,53.1,8871,1,3,6,2,0,0
29.0,74.5,6858,0,1,3,1,0,0
2.0,59.1,9627,0,2,3,2,0,0
43.4,58.7,11724,0,1,4,2,1,10000
5.0,57.9,9715,0,0,3,2,1,5874
2.1,87.6,11799,1,0,2,3,0,0
2.1,59.3,8996,0,1,1,1,0,0
2.0,32.3,11949,0,0,2,3,0,0
20.4,42.2,10970,0,0,4,1,1,10000
4.4,62.4,14249,0,0,2,2,1,8424
8.6,38.1,13153,0,2,2,2,0,0
3.0,59.5,12166,0,1,3,2,0,0
2.8,22.1,15667,0,1,7,1,0,0
17.2,84.7,8796,0,2,6,3,0,0
22.6,62.8,9833,0,0,3,1,1,9537
17.1,47.4,8762,0,2,2,3,0,0
10.7,35.5,8226,0,1,5,3,0,0
16.9,64.0,7912,0,2,4,1,0,0
8.0,69.8,3000,0,1,2,3,0,0
48.0,77.3,15887,0,0,3,1,1,10000
40.1,80.4,16030,0,3,4,1,0,0
5.8,71.4,11536,0,0,7,2,1,7155
19.3,90.3,17463,0,1,6,3,1,10000
13.4,54.5,13858,0,1,7,1,1,10000
3.3,82.3,13589,0,1,1,1,1,7722
15.1,41.5,11352,0,1,2,2,1,9248
12.5,57.4,11879,0,0,2,3,1,9026
12.6,72.1,15114,0,0,3,2,1,10000
0.5,32.3,11143,0,2,5,3,0,0
3.9,64.4,12890,0,1,5,1,1,7490
1.2,54.2,9586,0,0,1,3,0,0
19.0,65.1,4801,0,1,6,1,0,0
1.2,70.2,8775,0,2,2,2,0,0
2.8,49.0,8652,0,0,4,1,0,0
6.6,75.7,11077,0,1,5,2,1,7064
8.0,72.2,6826,0,0,3,2,0,0
13.0,86.0,11848,0,0,2,3,1,9144
7.5,52.1,12721,0,0,3,1,1,8358
0.5,62.8,19841,0,0,4,1,0,0
7.7,44.3,14911,0,2,5,1,0,0
15.5,90.8,11914,0,1,1,1,1,9797
2.4,69.2,9258,0,1,3,2,0,0
1.4,80.5,10221,0,0,3,1,0,0
10.6,52.2,13086,0,2,3,1,0,0
47.9,50.5,10055,0,1,3,2,1,10000
5.9,69.9,12753,0,0,4,2,1,7949
4.1,37.1,10065,0,0,2,2,0,0
9.9,65.8,11311,0,0,2,2,1,7986
4.0,70.9,15468,0,0,4,2,1,9011
10.9,65.4,9035,0,2,7,3,0,0
6.8,84.9,7883,0,0,1,3,0,0
14.8,48.6,13167,0,0,3,2,1,10000
5.4,75.9,13693,0,2,2,3,0,0
3.0,62.0,5720,0,1,2,3,0,0
14.5,36.2,15678,0,1,3,1,0,0
29.5,83.2,14296,0,0,6,3,1,10000
8.1,46.9,18486,0,0,2,3,1,10000
2.5,51.1,12684,0,2,4,2,0,0
12.8,82.8,14076,0,2,1,3,0,0
16.1,59.5,14339,0,2,2,2,0,0
7.8,54.3,18337,0,1,4,2,1,10000
8.2,59.0,11902,0,0,5,2,1,7972
21.1,43.3,14809,0,0,1,1,1,10000
3.9,60.8,10033,0,0,2,2,1,5832
14.8,57.3,7805,0,0,0,3,0,0
13.1,82.7,8974,0,1,5,1,1,6940
48.0,74.7,4555,0,0,3,3,0,0
11.1,29.4,16433,0,1,6,2,0,0
10.8,71.9,14215,0,0,3,2,1,10000
6.2,39.4,11172,0,1,2,1,0,0
6.5,37.7,18021,0,2,4,3,0,0
9.4,54.2,10262,0,1,2,2,1,7135
0.5,61.9,12692,0,1,4,1,0,0
36.4,38.9,13092,0,1,3,3,0,0
6.1,74.4,5329,0,0,4,3,0,0
1.8,73.6,7970,0,2,2,3,0,0
11.5,94.4,11071,0,0,1,2,1,8193
15.8,47.2,8894,0,0,1,3,1,7384
7.6,81.4,6155,1,1,2,1,0,0
2.8,29.2,8319,0,0,3,2,0,0
14.5,59.0,6614,0,0,3,2,0,0
2.1,44.1,13190,0,1,2,1,0,0
7.8,85.0,7475,0,1,4,1,0,0
44.7,48.7,10253,1,0,5,1,0,0
12.8,52.9,9408,0,0,3,2,1,7207
12.3,39.1,19538,0,0,5,1,0,0
21.3,56.8,11044,0,2,1,2,0,0
0.9,67.1,12657,0,0,2,2,0,0
4.4,76.7,12639,0,0,4,1,1,7486
4.6,45.9,9709,0,0,1,3,1,5778
10.2,57.1,9934,0,0,2,2,1,7075
1.6,66.3,10494,0,0,1,3,0,0
11.3,92.2,12954,0,0,3,1,1,9540
5.9,47.9,15295,0,0,2,1,1,9540
10.3,53.5,17741,0,0,3,1,1,10000
11.2,54.3,3000,0,0,3,2,0,0
3.8,70.8,12734,0,0,4,1,1,7382
48.0,63.0,12761,0,0,2,3,1,10000
4.1,53.2,8679,0,2,7,1,0,0
0.9,64.2,8393,0,0,6,2,0,0
3.4,66.3,20945,0,3,3,3,0,0
4.6,39.3,9543,0,2,1,3,0,0
5.9,72.6,13504,0,0,2,2,1,8423
24.6,47.9,13171,0,2,1,3,0,0
18.9,64.6,4717,0,2,3,1,0,0
0.5,49.8,8392,0,2,3,1,0,0
6.5,82.1,13590,0,0,4,2,1,8632
0.5,67.5,10452,0,1,4,1,0,0
15.8,38.2,9200,0,0,2,3,0,0
24.1,68.7,11485,0,1,5,3,1,10000
13.8,41.8,14659,0,0,2,1,1,10000
12.0,85.4,15031,1,0,4,1,0,0
18.7,27.6,6384,0,1,2,2,0,0
9.8,60.7,21461,0,0,4,3,1,10000
27.1,36.0,10537,0,0,2,3,0,0
3.0,70.7,10574,0,0,4,1,1,5953
10.8,79.5,8355,0,2,3,2,0,0
6.4,77.8,3095,0,0,4,1,0,0
13.9,61.9,14665,0,2,3,3,0,0
5.0,61.9,16237,0,1,2,2,1,9809
6.7,54.1,6560,0,1,5,3,0,0
16.6,43.9,9472,0,1,6,3,1,8008
1.2,57.6,5301,0,1,4,2,0,0
0.9,34.1,15479,0,0,4,3,0,0
7.0,43.3,10508,0,0,7,1,1,6780
14.9,50.4,8769,0,0,2,1,1,7111
1.7,72.5,12886,0,0,4,3,0,0
9.2,88.6,14014,0,0,3,2,1,9686
6.7,88.5,7729,0,2,4,1,0,0
0.5,77.1,14526,0,0,1,3,0,0
11.4,76.4,10071,0,0,2,3,1,7421
4.5,75.9,15594,0,0,3,1,1,9264
4.3,81.6,14053,0,1,4,3,1,8283
3.7,64.5,8375,0,0,1,2,1,4842
22.5,67.1,16048,0,0,2,3,1,10000
0.5,81.0,8609,1,1,1,1,0,0
1.3,72.2,10042,0,2,1,3,0,0
12.5,39.9,9253,1,1,3,1,0,0
11.0,49.1,7476,0,0,5,2,0,0
3.4,64.2,15455,0,2,5,3,0,0
8.0,82.5,7195,0,1,1,1,0,0
11.8,40.7,8858,0,2,1,2,0,0
8.7,48.0,19978,0,1,3,3,1,10000
13.5,17.6,12284,0,0,4,2,0,0
3.2,79.8,3000,0,0,4,3,0,0
1.2,33.9,10796,0,3,3,2,0,0
7.8,83.5,6988,0,2,7,3,0,0
1.1,59.4,7556,0,0,3,2,0,0
17.6,70.6,12101,0,0,6,1,1,10000
6.3,73.1,17612,0,2,2,2,0,0
17.5,76.2,7605,0,1,0,3,0,0
48.0,42.7,13829,0,0,5,3,1,10000
4.6,66.4,4561,1,1,4,2,0,0
15.3,55.6,6211,0,2,7,3,0,0
3.2,83.3,16390,0,0,3,1,1,9282
11.0,57.0,13902,0,0,1,3,1,10000
1.7,76.5,12316,0,0,5,1,0,0
4.1,57.7,9395,0,2,0,1,0,0
0.9,32.4,15236,0,1,1,3,0,0
9.3,38.5,8149,0,0,6,2,0,0
2.8,68.8,18406,0,0,2,1,0,0
31.7,69.2,7622,0,0,4,1,0,0
15.1,77.8,6292,0,0,3,1,0,0
15.4,81.1,14318,1,2,3,1,0,0
4.7,68.6,12252,0,0,3,1,1,7330
9.2,44.3,12048,0,0,2,1,1,8343
21.8,27.2,13867,0,1,0,3,0,0
9.8,55.1,15779,0,2,1,1,0,0
8.2,83.5,14178,0,1,5,1,1,9497
15.3,75.9,9364,0,0,0,1,1,7668
2.8,41.9,20313,0,1,4,3,0,0
5.6,71.9,19709,0,2,4,3,0,0
0.6,28.3,3667,0,2,2,2,0,0
2.0,76.5,8230,0,0,1,1,0,0
13.4,71.5,8474,0,0,4,2,1,6611
17.2,48.4,13544,0,1,6,3,1,10000
7.6,77.8,11292,0,0,1,3,1,7426
30.2,86.3,14434,1,2,4,1,0,0
0.5,57.2,16062,0,0,7,2,0,0
4.7,72.1,12385,0,2,3,2,0,0
8.2,82.0,20374,0,0,2,1,1,10000
19.7,88.9,13644,0,0,2,1,1,10000
4.1,90.7,10623,0,1,1,3,1,6210
0.6,64.0,10034,0,0,2,3,0,0
7.1,46.2,6858,0,0,3,2,0,0
1.5,59.3,13224,0,0,3,3,0,0
0.5,51.0,6656,0,1,0,1,0,0
3.8,51.2,13781,0,1,2,3,1,7982
3.7,62.4,11090,0,0,0,2,1,6404
22.2,77.8,9820,0,1,3,2,1,9455
3.8,49.9,12412,0,0,3,3,1,7192
5.4,46.8,11745,0,0,3,3,1,7195
12.2,35.9,12665,0,0,3,3,0,0
11.1,67.6,8713,0,0,3,3,1,6366
10.1,56.6,10685,0,1,4,3,1,7596
17.7,37.2,14741,0,1,2,1,0,0
14.1,53.6,11052,0,0,0,3,1,8773
0.5,46.6,9297,0,1,1,1,0,0
0.6,46.9,12174,0,0,4,1,0,0
1.2,48.1,10060,0,1,3,2,0,0
0.5,53.6,7868,0,0,3,2,0,0
5.0,63.7,11577,0,0,6,2,1,6985
17.0,91.8,13117,0,1,2,2,1,10000
24.2,79.9,8098,0,0,5,3,1,8128
8.1,85.4,9715,0,0,3,1,1,6496
10.8,46.8,9429,0,0,4,2,1,6836
22.1,53.0,6940,0,1,2,1,0,0
22.6,49.9,10985,0,0,4,2,1,10000
4.3,69.6,18361,0,0,4,3,1,10000
10.9,81.6,11628,0,1,4,1,1,8447
32.1,65.2,17307,0,0,4,2,1,10000
4.8,51.7,18291,0,0,2,1,1,10000
17.5,73.5,14270,0,2,2,2,0,0
17.0,46.8,14235,0,2,4,3,0,0
28.5,19.1,7595,0,0,4,3,0,0
5.3,64.6,10268,0,1,1,2,1,6258
10.7,50.2,12124,0,1,3,1,1,8768
2.1,58.8,10542,0,0,1,3,0,0
8.3,48.8,12280,0,0,3,1,1,8257
7.4,59.0,12510,0,1,4,3,1,8190
9.4,51.9,18576,0,0,0,1,1,10000
4.9,41.2,12567,0,0,2,1,1,7566
1.1,80.8,16804,0,0,2,3,0,0
41.4,58.1,10931,1,0,2,2,0,0
0.5,33.7,3000,1,0,4,2,0,0
16.4,57.3,14262,0,0,2,2,1,10000
0.5,49.9,20057,0,3,2,3,0,0
1.6,66.1,16564,1,0,2,1,0,0
9.5,81.5,15875,0,0,4,1,1,10000
8.8,63.0,11510,0,0,4,3,1,7854
12.9,70.3,9857,0,2,3,2,0,0
5.6,56.1,18642,0,0,0,3,1,10000
0.5,66.6,5148,0,1,3,3,0,0
5.1,76.1,8074,0,1,2,2,1,4897
10.9,77.4,15059,0,3,1,3,0,0
8.6,91.6,14203,0,0,1,3,1,9631
1.1,57.4,9833,0,1,6,1,0,0
22.6,84.1,10621,0,1,1,1,1,10000
23.9,79.2,7313,0,2,3,2,0,0
