hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
77,9.6,66.4,0.4,268,6,1,4,289.96
91,8.3,0.0,0.412,53,5,1,7,99.42
91,6.7,1.3,0.206,150,3,0,4,45.48
63,10.5,7.4,0.318,132,3,1,3,52.21
116,8.9,14.8,0.353,258,0,0,2,218.54
71,8.2,0.3,0.242,22,2,1,0,14.85
103,11.3,6.7,0.445,221,2,0,2,146.65
78,6.0,3.5,0.29,17,3,1,0,43.26
97,8.9,9.9,0.305,40,2,0,4,110.89
81,9.9,4.5,0.301,53,3,1,4,124.0
58,6.0,12.7,0.248,65,1,1,5,54.68
96,10.4,1.9,0.379,42,0,0,1,120.52
102,7.0,17.1,0.197,24,6,1,4,107.85
80,11.1,9.5,0.255,55,0,1,6,2.36
93,10.6,16.7,0.556,23,4,1,4,159.52
70,6.8,8.0,0.411,270,0,1,4,91.36
81,9.4,5.7,0.345,52,0,1,0,117.14
97,10.5,3.3,0.428,6,4,1,0,26.33
86,6.2,26.0,0.221,282,3,0,1,70.14
88,9.3,6.9,0.196,5,5,0,1,0.0
95,6.3,7.7,0.161,144,3,1,6,43.34
105,9.7,9.0,0.221,69,2,0,7,114.69
97,11.3,8.8,0.43,40,4,0,2,59.83
85,8.4,10.6,0.351,23,6,1,2,70.07
80,8.6,1.7,0.116,573,1,1,6,134.29
83,11.9,21.5,0.356,37,1,0,7,153.23
61,8.7,5.1,0.126,58,0,1,2,0.0
84,7.7,2.0,0.195,103,4,0,3,62.02
63,12.0,2.3,0.169,32,4,1,2,66.17
74,10.1,5.4,0.298,62,5,0,1,36.1
91,9.5,3.6,0.492,119,3,0,6,103.95
74,10.0,21.6,0.271,32,6,1,3,68.26
101,10.7,25.3,0.36,44,0,0,2,311.94
79,6.2,14.9,0.155,34,1,1,1,45.59
98,7.2,20.0,0.157,167,1,0,1,82.52
76,6.2,0.2,0.553,262,0,1,1,89.35
78,7.8,1.1,0.243,65,4,0,3,7.6
97,10.6,19.9,0.737,55,5,0,7,255.36
77,8.4,7.6,0.269,19,3,0,4,59.91
86,10.2,33.8,0.36,32,4,1,7,220.86
74,7.8,22.7,0.084,49,6,1,6,22.32
50,11.9,5.0,0.545,422,0,0,2,140.2
71,6.5,4.6,0.126,212,0,0,4,49.67
102,9.5,25.7,0.21,95,5,0,5,135.13
85,9.6,6.8,0.455,67,2,0,5,175.48
93,10.4,7.2,0.061,15,1,1,1,0.0
94,6.1,9.2,0.119,31,4,0,6,39.15
92,7.6,17.5,0.37,102,6,1,7,82.45
104,8.7,5.4,0.437,67,5,0,6,71.07
75,9.2,6.5,0.139,41,4,0,7,103.46
102,6.4,7.2,0.049,38,0,0,7,15.78
90,10.9,21.9,0.098,126,5,0,0,146.25
87,6.8,6.5,0.362,104,4,1,0,39.16
50,9.5,21.5,0.018,64,6,0,3,41.56
86,8.0,9.7,0.531,53,5,1,6,128.21
94,9.0,11.0,0.515,99,1,0,6,98.37
83,6.3,12.2,0.561,65,0,0,4,81.91
99,11.1,5.8,0.659,34,6,1,4,206.95
99,7.7,11.2,0.361,117,4,1,5,187.32
76,7.7,2.4,0.238,32,4,1,5,14.71
82,8.6,4.6,0.085,115,4,0,0,63.91
76,7.6,22.9,0.344,88,1,0,0,120.82
74,9.5,5.4,0.256,51,1,0,4,76.79
81,11.2,5.9,0.095,9,0,1,0,18.12
84,8.7,27.6,0.264,14,3,0,4,83.69
50,6.7,5.0,0.164,88,4,1,5,45.44
79,11.3,12.5,0.351,16,1,0,1,47.7
86,9.1,34.8,0.167,160,3,1,2,131.89
82,11.8,76.1,0.255,13,2,0,0,381.66
79,11.2,9.2,0.259,48,4,0,5,37.01
65,11.2,11.3,0.119,56,0,1,3,49.49
60,6.7,6.8,0.363,278,4,1,2,99.99
72,9.1,16.6,0.333,145,5,0,2,92.91
53,11.1,15.3,0.06,25,3,1,6,22.4
79,10.7,5.7,0.466,192,3,0,2,78.37
67,9.1,0.7,0.259,95,0,0,4,34.93
83,12.0,11.8,0.32,29,3,1,3,142.92
72,11.5,0.4,0.68,211,3,0,5,135.06
51,8.5,12.2,0.451,35,2,0,5,63.45
65,7.4,20.2,0.318,4,0,0,4,55.17
83,8.3,10.3,0.157,36,6,0,6,84.61
92,7.7,4.9,0.493,71,3,1,2,129.27
76,9.9,8.4,0.35,252,5,0,5,115.18
84,10.2,5.3,0.152,43,2,0,6,116.09
77,6.8,1.4,0.561,18,5,0,3,68.51
77,7.7,4.6,0.346,84,3,0,0,68.65
68,11.6,8.0,0.136,42,5,0,0,0.0
80,9.8,5.0,0.615,216,1,1,3,142.45
71,10.2,0.3,0.427,363,6,0,4,126.68
101,6.3,1.2,0.166,9,2,0,6,35.25
70,8.5,1.6,0.231,56,1,1,6,19.12
83,11.7,6.4,0.28,40,5,1,3,45.24
64,10.7,0.4,0.347,27,2,0,2,101.6
77,10.7,7.8,0.162,109,6,0,4,103.44
65,11.4,0.8,0.392,312,1,1,7,177.64
71,7.2,29.1,0.108,93,6,1,4,55.24
95,11.9,60.8,0.081,99,1,1,0,328.58
79,8.7,5.7,0.088,20,3,0,3,26.43
92,11.1,18.3,0.396,44,2,1,3,110.82
77,7.8,27.0,0.331,108,5,1,7,108.39
91,9.9,22.4,0.161,336,0,0,7,119.31
92,6.4,9.8,0.639,272,6,1,2,118.82
91,11.8,7.2,0.331,113,3,1,6,161.76
94,6.7,4.7,0.213,25,2,1,1,80.59
87,10.1,1.1,0.287,65,5,0,1,38.2
74,6.0,42.2,0.273,38,5,1,3,130.9
59,9.1,0.8,0.494,63,1,1,6,11.65
69,7.9,2.5,0.323,143,5,0,0,70.35
86,7.4,8.5,0.171,35,3,0,7,37.8
97,10.3,1.0,0.523,73,2,0,6,105.94
87,8.7,14.7,0.186,34,5,0,6,1.41
75,7.9,0.1,0.274,140,1,0,5,36.68
74,8.7,22.8,0.112,86,0,0,5,63.67
81,7.9,30.3,0.16,109,5,1,1,66.95
89,8.5,13.6,0.404,187,2,0,2,125.34
81,7.0,12.1,0.398,58,4,0,2,79.0
73,11.5,10.7,0.467,24,6,1,5,123.18
67,8.5,0.9,0.649,143,4,0,0,78.47
69,8.8,5.0,0.039,100,2,0,2,29.59
70,10.4,12.0,0.236,52,0,0,5,106.54
79,6.7,2.8,0.392,71,2,0,2,84.0
68,7.2,0.1,0.159,41,0,1,7,40.14
72,6.9,9.1,0.653,84,2,0,1,111.87
90,8.9,5.2,0.441,39,3,0,6,99.78
89,9.5,3.2,0.437,67,5,0,1,150.49
105,10.3,19.8,0.416,39,3,1,6,202.08
85,11.7,14.5,0.042,131,3,0,1,83.09
59,6.5,12.5,0.146,83,2,0,2,6.03
57,10.0,41.7,0.504,49,2,0,2,115.04
82,10.5,12.8,0.503,73,0,0,7,79.41
79,10.0,15.7,0.485,18,5,0,0,149.39
76,11.1,3.6,0.323,19,6,0,6,33.18
62,9.1,17.3,0.321,42,4,0,4,56.87
66,10.9,9.5,0.301,33,0,1,0,60.39
96,6.4,10.0,0.232,27,5,1,2,26.17
95,9.8,1.8,0.144,18,2,0,4,39.95
84,11.6,15.9,0.252,54,1,0,7,42.82
89,8.7,13.2,0.448,46,4,0,7,139.81
63,6.7,2.0,0.039,28,5,0,6,19.62
85,8.2,2.4,0.22,66,1,0,0,41.02
70,11.1,23.9,0.071,153,4,1,6,86.78
99,6.8,11.6,0.351,23,5,0,1,88.21
87,9.2,2.0,0.081,191,6,0,2,100.15
57,11.1,2.9,0.55,14,2,0,6,16.3
62,10.7,7.6,0.07,68,4,0,0,58.37
79,9.1,27.8,0.374,177,5,0,1,151.65
66,9.7,8.4,0.353,143,4,0,2,72.25
97,7.7,2.4,0.157,88,4,0,3,33.53
52,11.6,22.6,0.231,107,5,1,5,57.91
79,6.2,6.5,0.287,71,3,0,1,5.21
56,8.2,14.2,0.313,58,2,0,4,74.02
74,8.4,1.7,0.369,37,6,0,7,74.28
61,10.7,17.4,0.251,42,3,0,1,83.92
79,8.8,30.1,0.263,97,0,1,7,164.82
66,11.1,20.8,0.088,41,6,1,0,116.43
70,7.7,0.4,0.289,50,2,0,1,56.02
96,7.1,10.6,0.326,125,3,1,4,120.7
73,7.5,10.3,0.279,40,0,0,5,85.79
50,7.0,20.3,0.228,61,1,1,3,55.31
78,8.0,62.3,0.339,54,6,1,1,188.93
101,7.5,32.2,0.153,69,5,1,4,123.28
85,9.7,1.3,0.353,19,0,0,6,60.87
94,6.1,17.2,0.222,59,0,0,1,40.41
71,9.0,31.6,0.207,96,2,1,3,135.3
90,8.4,6.3,0.3,68,2,0,4,67.87
73,8.0,31.8,0.413,48,5,1,4,154.53
85,6.5,28.1,0.269,59,5,0,5,72.18
98,10.4,12.3,0.594,27,2,0,7,264.15
64,8.2,28.6,0.347,277,5,0,5,108.05
53,11.6,16.2,0.424,442,1,0,6,120.5
74,11.7,11.8,0.164,81,5,0,2,98.96
85,9.4,4.5,0.222,101,0,1,2,109.19
105,8.1,9.8,0.2,38,4,1,5,74.66
81,8.4,13.7,0.246,340,1,0,5,130.31
89,7.7,8.8,0.224,24,5,0,5,42.0
70,10.1,8.3,0.077,83,3,0,5,18.18
70,9.2,27.0,0.387,179,0,0,4,140.73
85,8.5,50.2,0.205,285,4,0,7,196.29
104,9.1,15.1,0.383,35,4,1,5,171.87
80,6.7,5.0,0.206,91,5,1,2,74.3
84,10.0,27.2,0.192,31,2,1,0,83.8
70,9.1,20.8,0.371,33,0,0,0,52.28
72,9.7,16.2,0.345,41,4,0,5,137.36
97,7.7,5.9,0.476,303,0,0,2,115.78
58,10.5,11.1,0.283,109,1,0,5,40.15
69,8.9,5.9,0.027,36,3,0,0,44.75
76,6.6,2.3,0.113,129,1,0,5,47.45
82,10.0,18.0,0.263,35,1,0,6,143.37
79,6.7,14.4,0.304,48,4,1,2,19.26
92,6.4,4.3,0.276,335,5,1,2,86.38
124,10.5,8.6,0.408,524,1,0,2,289.22
64,8.8,10.9,0.456,30,1,0,2,102.02
84,6.2,19.7,0.108,177,1,1,6,73.87
70,9.1,0.3,0.43,153,3,0,4,28.21
94,11.4,24.7,0.52,140,5,1,2,291.1
108,6.6,5.8,0.331,34,3,1,4,46.13
79,8.1,8.9,0.199,213,6,0,3,93.79
95,11.0,7.5,0.12,41,0,1,6,24.84
65,7.5,18.7,0.667,83,1,1,1,88.59
99,6.7,13.0,0.574,120,6,0,2,120.56
106,8.7,16.4,0.069,38,0,0,5,60.62
78,11.2,42.5,0.195,48,1,1,1,229.02
90,7.9,18.1,0.219,10,4,0,3,0.0
61,11.0,15.9,0.107,30,0,1,6,67.15
71,6.7,1.8,0.172,95,2,0,5,33.75
88,8.4,5.2,0.413,94,4,0,3,126.18
116,8.9,10.8,0.45,57,3,0,1,205.77
53,8.4,4.2,0.446,301,1,0,7,64.65
83,11.3,12.7,0.267,37,2,0,3,119.97
99,7.9,3.7,0.306,566,3,1,7,165.7
107,11.2,4.6,0.295,38,1,1,6,34.6
77,11.0,0.4,0.345,41,1,0,0,35.75
99,10.7,3.2,0.371,151,1,0,5,142.39
91,7.5,8.6,0.296,4,5,0,0,85.15
107,8.2,12.1,0.167,49,3,1,6,43.67
77,9.4,7.0,0.091,47,0,1,3,0.0
81,6.9,5.0,0.302,238,5,1,7,88.13
71,8.6,10.0,0.185,62,2,0,4,32.95
76,6.0,0.8,0.271,169,0,1,6,21.2
75,7.3,3.8,0.21,24,0,0,0,15.2
68,11.2,5.9,0.328,31,0,0,6,122.28
107,6.1,7.8,0.184,26,0,1,5,84.97
81,8.2,19.8,0.21,89,3,0,4,124.58
73,11.6,16.8,0.451,86,5,0,1,213.64
74,10.7,7.7,0.657,37,6,0,4,146.53
57,6.9,8.1,0.256,58,4,0,4,40.92
89,7.8,14.5,0.083,131,6,0,4,33.96
67,10.4,8.4,0.293,74,5,0,0,67.54
71,9.3,1.7,0.718,17,6,1,7,119.81
97,10.8,7.4,0.168,88,0,0,1,69.59
72,7.0,11.1,0.515,28,2,0,3,58.3
87,8.2,10.6,0.171,224,1,0,4,115.65
72,10.5,1.6,0.353,46,4,0,0,56.24
72,8.5,42.2,0.181,53,1,0,2,132.02
71,10.0,5.5,0.301,45,5,0,1,81.64
77,7.2,52.9,0.074,94,2,1,2,73.95
59,9.9,20.4,0.371,88,4,0,5,121.24
91,7.0,3.3,0.127,41,4,0,6,0.76
122,10.6,30.0,0.478,129,2,0,6,324.13
89,9.3,3.2,0.235,39,0,1,6,42.92
66,8.6,1.8,0.648,26,3,0,7,50.21
90,6.4,6.6,0.134,89,2,0,5,55.47
57,10.0,1.8,0.549,108,3,1,5,45.51
68,7.1,0.6,0.473,9,1,0,3,58.38
73,6.7,4.7,0.158,26,6,0,2,28.48
96,6.9,4.2,0.348,155,0,1,2,15.47
90,7.1,30.9,0.287,121,6,0,4,135.32
59,10.1,6.6,0.123,352,1,0,5,93.58
92,8.9,56.1,0.44,18,6,0,4,206.71
72,8.8,1.6,0.159,23,0,0,4,0.0
89,8.8,9.1,0.269,225,5,0,7,112.53
69,8.5,15.3,0.308,52,4,0,0,122.93
78,9.1,4.4,0.215,141,0,0,6,20.54
68,7.0,1.9,0.382,40,2,0,7,82.7
78,7.7,11.4,0.239,34,4,0,3,49.11
62,6.6,10.5,0.502,67,0,1,6,81.76
67,11.0,4.9,0.134,146,3,0,5,62.84
70,12.0,3.6,0.065,31,2,1,7,28.28
65,10.2,22.9,0.201,46,6,1,1,54.54
74,6.3,36.5,0.326,77,3,0,6,136.23
81,8.8,14.4,0.303,32,4,1,1,27.41
100,6.0,8.3,0.169,478,0,1,4,85.09
63,7.7,1.2,0.129,109,4,0,4,36.86
64,6.5,1.3,0.243,94,4,1,5,73.54
81,8.5,7.4,0.296,37,3,0,0,71.99
55,8.6,27.7,0.233,49,1,0,7,105.98
84,7.1,17.7,0.315,29,4,0,0,87.01
80,11.0,14.2,0.175,123,3,0,1,99.95
88,10.6,3.6,0.736,55,3,1,7,226.92
114,11.0,1.8,0.326,26,4,1,5,43.03
81,9.3,27.1,0.466,17,6,1,3,79.84
72,6.0,2.5,0.258,13,2,0,4,36.63
94,11.5,3.2,0.105,14,3,1,3,110.66
80,11.5,17.4,0.171,56,3,0,6,129.35
78,9.3,18.1,0.464,220,5,0,0,152.71
107,11.4,13.9,0.113,51,0,0,7,39.64
91,7.6,1.9,0.102,34,0,0,7,39.66
66,9.1,2.5,0.151,25,2,0,2,35.58
66,10.1,21.7,0.499,11,3,1,7,177.94
60,9.0,4.6,0.47,36,4,0,5,67.48
63,11.1,9.7,0.34,75,2,0,6,0.0
97,9.3,19.8,0.27,56,5,0,6,88.84
72,7.0,4.0,0.077,190,6,1,3,101.14
53,11.0,2.3,0.426,49,3,0,1,43.23
87,10.2,5.3,0.325,158,1,0,4,82.01
83,9.1,8.9,0.171,31,0,0,3,0.0
73,9.0,7.0,0.139,142,4,0,1,59.5
70,10.1,3.9,0.143,149,3,1,3,57.78
80,10.0,6.1,0.547,39,3,1,4,93.23
81,7.6,16.6,0.31,79,5,1,3,79.08
86,10.5,9.8,0.508,71,2,1,4,159.62
54,11.1,4.5,0.356,119,1,1,1,68.3
64,7.4,8.5,0.234,200,3,0,4,19.37
73,8.7,17.4,0.174,237,1,1,7,105.13
60,7.8,4.2,0.576,46,3,0,0,61.5
87,7.1,2.5,0.249,61,0,1,4,55.07
90,6.6,9.6,0.159,26,3,0,6,80.21
71,11.0,7.8,0.035,45,3,0,7,54.94
90,7.4,10.7,0.382,146,4,1,6,145.58
83,9.8,1.4,0.024,157,6,0,3,109.28
83,8.6,3.0,0.563,61,4,0,1,109.69
50,9.0,0.8,0.34,19,0,0,3,40.43
77,9.2,21.8,0.11,81,1,1,4,103.29
71,9.7,6.1,0.209,184,4,1,4,46.45
78,10.8,26.9,0.041,55,3,1,5,74.08
74,7.1,34.9,0.234,230,3,0,7,115.7
62,7.9,0.7,0.504,22,5,0,3,8.43
75,6.7,6.9,0.354,44,5,0,1,3.95
74,10.2,6.9,0.405,324,5,0,0,116.35
94,7.9,12.5,0.52,203,2,0,5,118.01
78,10.8,0.9,0.201,247,2,0,3,114.86
71,10.4,32.7,0.114,27,5,0,1,36.42
61,6.3,18.5,0.654,236,4,1,6,97.7
121,6.6,0.3,0.239,6,4,1,3,52.75
95,9.6,2.5,0.203,62,3,1,5,80.94
82,10.2,20.9,0.351,65,3,0,4,174.81
59,8.2,3.0,0.336,48,1,0,5,32.42
57,7.2,5.5,0.103,24,4,1,3,22.69
105,7.0,12.7,0.677,14,5,0,3,126.94
104,7.4,0.9,0.153,75,0,0,2,6.11
84,7.0,13.5,0.272,58,5,1,2,46.85
68,7.9,3.8,0.155,65,0,0,5,0.0
72,8.9,2.3,0.477,138,3,0,6,92.31
67,10.1,1.2,0.456,46,3,1,6,64.41
111,11.2,2.0,0.265,20,5,0,4,33.28
77,10.3,9.6,0.328,115,3,0,1,136.21
92,9.9,33.3,0.109,315,4,0,2,228.37
94,10.7,13.7,0.247,67,5,0,7,162.37
61,11.4,7.2,0.167,53,6,1,7,52.93
81,7.4,41.8,0.289,50,2,0,5,112.24
76,9.7,3.3,0.177,50,1,0,7,17.94
99,6.2,21.0,0.8,101,0,0,5,181.49
89,11.9,2.1,0.615,354,4,0,6,165.42
79,11.1,3.0,0.232,58,2,0,0,44.8
82,8.2,7.9,0.075,33,5,0,6,45.52
70,9.7,1.3,0.094,94,3,1,4,3.58
66,9.3,4.1,0.262,107,3,0,6,50.81
69,11.1,13.3,0.121,27,4,0,7,20.69
87,8.9,7.5,0.028,175,4,0,0,39.82
94,6.8,10.0,0.334,189,1,0,2,153.07
89,8.9,0.6,0.056,178,3,0,3,0.0
57,6.7,3.5,0.25,59,4,1,4,44.62
85,10.8,17.5,0.16,71,6,0,4,110.93
89,7.0,10.2,0.507,31,2,0,4,0.0
106,8.2,0.0,0.562,164,3,0,3,73.11
60,6.6,11.0,0.239,34,3,1,3,25.74
96,8.3,1.7,0.295,43,4,0,5,26.21
104,11.8,1.7,0.109,109,0,0,3,48.12
64,11.6,31.8,0.405,136,4,0,1,170.91
90,9.4,41.4,0.211,44,6,1,0,258.72
55,9.8,9.0,0.229,11,3,1,5,28.45
80,8.1,10.7,0.723,207,1,0,4,115.94
64,7.3,6.3,0.466,68,6,0,1,22.38
90,7.7,25.8,0.19,481,3,1,3,156.35
79,6.5,8.9,0.343,75,3,0,0,16.52
75,8.7,31.5,0.127,23,1,0,7,74.55
89,6.5,3.0,0.404,84,2,1,4,18.94
67,8.2,1.2,0.047,25,3,0,1,0.0
80,11.1,52.5,0.304,81,0,1,1,269.35
90,8.3,8.2,0.259,74,3,1,0,78.74
75,8.6,11.4,0.268,125,3,1,0,68.01
82,9.2,5.0,0.197,50,1,1,6,57.96
76,7.9,1.7,0.337,14,1,0,5,29.98
101,6.5,22.1,0.667,36,5,1,0,161.14
101,10.6,1.9,0.385,42,2,0,6,64.23
79,7.4,8.4,0.397,25,5,0,4,91.75
78,6.9,21.3,0.179,100,3,0,5,75.7
65,6.5,13.0,0.215,34,2,0,5,59.82
114,10.1,13.5,0.263,22,2,0,0,72.82
92,6.1,3.1,0.394,28,3,0,5,20.39
94,9.6,9.0,0.399,33,5,1,5,57.56
101,8.1,0.5,0.329,109,1,0,2,88.68
79,9.0,0.7,0.085,321,3,0,1,59.69
76,11.4,15.4,0.196,97,3,1,6,105.06
102,6.0,18.5,0.383,72,2,1,4,150.39
72,9.8,1.8,0.768,61,4,0,7,40.16
77,11.4,36.2,0.233,175,6,1,7,242.35
85,7.5,1.7,0.334,115,3,0,6,62.59
64,6.7,6.5,0.255,265,2,0,0,81.14
92,8.3,2.6,0.405,57,2,1,1,12.59
88,11.7,1.2,0.377,115,2,0,0,80.71
72,9.5,40.5,0.375,116,6,0,7,190.21
97,11.7,6.9,0.312,415,0,0,5,183.44
62,7.6,4.8,0.58,51,1,0,0,79.19
74,10.3,4.8,0.26,74,0,0,1,110.12
102,7.7,2.8,0.279,434,0,0,2,177.54
78,9.1,41.6,0.153,127,1,0,4,89.79
58,11.4,8.1,0.591,73,2,0,1,74.47
84,6.5,9.1,0.324,75,5,1,5,33.96
76,7.8,14.9,0.397,185,3,0,4,121.69
88,8.1,6.3,0.339,110,0,0,3,127.74
96,6.4,3.9,0.035,324,1,1,7,31.21
79,7.4,4.2,0.187,244,2,0,1,46.95
50,6.4,5.1,0.458,74,3,0,7,60.87
88,7.8,10.3,0.301,10,1,1,2,97.6
65,6.2,21.3,0.263,67,5,1,1,61.66
88,6.2,3.3,0.2,25,6,1,0,94.14
93,7.4,10.5,0.043,20,3,0,6,41.83
96,8.3,16.7,0.457,33,4,1,4,113.12
93,8.4,62.5,0.181,41,2,0,5,146.11
75,8.1,28.6,0.414,235,3,0,6,56.07
78,9.1,12.5,0.061,15,5,1,5,100.53
86,11.5,35.2,0.34,144,1,1,4,147.8
92,8.7,33.7,0.305,18,5,0,3,139.59
65,6.6,0.5,0.199,48,6,0,3,1.54
94,10.1,12.6,0.165,425,0,0,1,64.57
53,11.7,12.6,0.231,43,2,0,7,97.59
50,7.2,13.5,0.14,25,6,1,0,32.73
55,7.2,33.5,0.214,9,1,0,1,44.99
88,7.5,4.1,0.198,248,5,0,7,60.09
89,6.3,3.2,0.599,11,1,0,1,54.46
83,10.8,7.8,0.121,44,5,1,3,13.83
72,8.3,4.3,0.239,58,6,0,2,85.14
87,10.6,4.6,0.265,33,2,0,3,55.46
70,9.8,3.4,0.047,147,0,0,4,0.0
75,6.7,13.3,0.223,174,6,0,0,68.31
67,9.3,15.9,0.25,91,4,0,0,100.61
90,10.3,1.3,0.368,27,3,0,5,30.31
71,6.3,19.2,0.387,190,1,1,2,111.44
86,8.5,3.7,0.069,6,0,0,7,50.59
81,10.9,1.7,0.397,255,0,0,6,103.24
104,11.9,7.3,0.115,46,3,0,7,0.0
81,10.2,11.4,0.211,31,6,1,1,108.54
99,7.9,15.3,0.169,29,1,0,4,120.98
92,7.7,11.0,0.318,54,1,1,4,49.71
63,9.5,33.3,0.109,70,3,1,2,82.65
72,11.6,0.2,0.209,22,5,0,7,59.0
76,7.4,29.1,0.262,87,6,1,2,135.64
88,7.4,15.9,0.603,124,0,0,6,192.97
92,9.1,33.0,0.141,19,1,0,0,93.25
90,9.5,3.4,0.531,263,6,1,5,184.98
68,11.6,2.5,0.235,20,5,1,2,64.07
80,7.9,68.8,0.081,57,6,0,2,206.17
74,8.6,7.1,0.726,95,5,0,0,74.54
86,8.1,3.8,0.111,72,2,1,4,47.87
56,10.4,18.9,0.587,154,2,0,7,75.45
80,8.1,9.2,0.173,71,4,1,6,96.38
54,8.6,11.6,0.102,18,5,0,7,36.81
64,8.2,0.7,0.273,33,1,1,7,33.69
104,6.2,13.1,0.177,42,5,1,7,52.04
105,9.3,14.1,0.05,280,3,0,6,200.58
70,8.4,1.8,0.054,47,6,0,5,0.0
87,6.8,16.4,0.586,23,3,0,3,109.57
87,9.6,0.9,0.186,584,1,1,6,216.0
100,10.1,1.2,0.394,35,6,1,1,77.85
84,9.1,11.8,0.542,53,1,0,1,204.96
64,7.5,34.8,0.06,16,5,0,0,108.21
68,9.2,7.0,0.475,66,6,0,6,121.51
86,7.7,2.1,0.448,113,5,0,3,84.86
53,6.9,16.4,0.15,139,4,1,2,78.8
54,6.6,10.7,0.043,78,0,0,7,56.37
93,7.0,43.5,0.189,80,4,0,2,112.85
120,11.6,1.8,0.577,38,6,0,6,246.14
71,7.7,17.5,0.3,26,3,0,6,72.72
78,9.8,3.6,0.159,59,6,1,1,56.68
79,10.6,29.2,0.358,25,5,0,1,133.06
84,9.4,18.6,0.075,63,6,0,1,126.21
67,9.0,7.3,0.209,63,2,1,7,110.24
78,8.1,0.5,0.31,66,1,0,6,35.36
92,7.2,13.8,0.154,74,5,1,7,45.08
71,11.4,7.4,0.516,171,2,1,6,157.85
80,9.6,19.2,0.508,61,4,1,2,158.58
96,6.9,16.2,0.485,109,3,0,7,100.01
80,10.5,16.6,0.123,71,1,0,6,122.05
57,6.6,2.3,0.277,134,4,1,4,48.36
50,9.1,6.9,0.39,68,6,0,0,68.98
63,6.4,7.6,0.048,55,2,0,6,51.38
98,8.9,18.4,0.234,127,6,1,4,154.52
76,9.2,6.2,0.426,55,6,0,7,81.81
85,9.0,24.1,0.643,89,6,0,2,181.88
99,8.6,3.9,0.164,142,5,0,3,0.0
61,7.5,51.3,0.134,143,6,1,0,98.92
120,6.5,1.1,0.16,56,6,1,1,90.3
78,9.8,8.2,0.419,103,0,1,1,153.64
88,6.9,10.7,0.022,790,5,0,5,161.41
69,8.3,7.0,0.044,57,2,1,6,31.74
66,10.4,9.5,0.132,83,3,0,0,18.81
80,9.6,18.1,0.594,82,1,1,7,103.69
71,11.2,2.2,0.405,41,6,0,5,84.45
81,10.1,35.4,0.377,58,5,0,5,198.41
50,11.6,6.0,0.157,32,4,1,2,6.34
59,7.3,11.7,0.164,96,4,0,3,41.23
72,6.2,7.0,0.385,83,2,1,2,84.72
63,6.5,11.0,0.228,45,0,0,7,47.83
126,7.2,15.5,0.03,75,4,1,0,79.59
83,6.3,8.5,0.093,45,2,1,6,13.24
84,7.6,1.4,0.362,56,0,0,3,117.92
64,11.1,4.9,0.159,93,0,0,4,109.71
70,7.6,19.6,0.182,30,5,0,2,62.36
72,10.9,10.1,0.312,157,0,0,4,45.61
97,7.9,17.1,0.207,26,3,0,4,122.65
59,8.6,26.3,0.755,39,2,1,1,152.38
75,11.1,6.9,0.28,31,5,0,1,34.63
87,9.0,5.2,0.318,44,5,0,4,0.0
50,6.7,1.4,0.153,429,3,1,4,39.29
55,8.2,3.8,0.384,177,0,0,4,48.85
59,10.9,6.6,0.492,350,1,0,6,165.09
77,6.4,1.7,0.143,117,6,0,5,47.1
73,10.4,1.4,0.358,11,2,1,5,102.71
94,10.4,7.1,0.506,76,0,0,4,133.79
50,8.7,5.6,0.707,35,4,0,7,75.15
74,6.1,22.5,0.402,45,6,0,3,76.72
98,7.5,0.3,0.565,54,0,1,7,112.94
56,7.6,17.3,0.271,423,2,1,7,96.26
78,10.6,2.8,0.443,48,6,0,4,144.87
91,9.2,25.4,0.034,20,6,1,7,142.55
101,8.0,4.0,0.306,154,5,0,1,52.76
61,9.7,9.6,0.181,158,4,0,4,81.63
86,6.6,3.5,0.069,45,1,1,4,19.32
81,12.0,6.4,0.65,88,3,1,3,130.73
64,6.5,3.3,0.116,48,1,0,3,2.11
62,10.9,5.6,0.639,51,5,0,2,95.46
61,8.6,24.0,0.207,47,3,1,7,109.76
136,11.3,14.2,0.232,151,2,0,7,193.73
98,7.2,4.9,0.539,25,2,0,4,160.87
81,9.3,23.1,0.424,19,6,1,1,166.04
67,9.6,0.6,0.148,157,1,0,7,56.37
88,8.8,14.7,0.186,39,4,1,3,65.14
62,7.7,11.8,0.694,53,3,0,7,68.88
85,10.9,5.6,0.24,11,6,0,4,123.47
93,7.2,6.4,0.101,173,4,0,5,49.17
78,7.6,5.7,0.511,8,5,1,1,47.09
71,8.5,12.3,0.216,51,6,0,6,35.52
72,11.0,3.3,0.339,63,6,1,2,69.12
95,6.0,62.9,0.212,36,3,0,3,146.65
79,11.4,0.0,0.225,38,6,1,3,0.19
105,9.3,7.5,0.584,56,3,0,7,117.71
53,6.6,3.1,0.621,51,2,1,1,51.66
61,7.3,5.3,0.345,62,1,0,6,19.5
81,6.4,23.9,0.278,101,2,1,1,79.82
87,8.7,5.3,0.081,77,5,1,4,8.88
79,6.1,2.9,0.189,72,6,1,2,29.11
101,10.1,5.5,0.304,16,4,1,0,76.28
66,6.7,4.6,0.231,19,6,1,0,11.8
80,7.2,8.5,0.444,111,3,0,1,108.97
96,6.1,27.6,0.143,25,3,0,4,49.33
