gps_deviation_km,location_consistency,claim_frequency_30d,account_age_months,multiple_claims_per_day,orders_during_disruption,avg_payout_inr,trust_score,zone_risk_tier,is_fraud
0.016,0.761,4,1.8,0,1,365,91.5,3,0
0.452,0.873,3,40.3,0,1,244,69.1,3,0
0.062,0.708,5,21.5,2,1,271,41.8,3,0
0.69,0.997,3,1.4,0,0,242,71.7,3,0
0.21,0.932,2,1.4,2,2,339,69.3,2,0
0.779,0.785,5,7.9,1,1,345,36.5,1,0
0.326,0.72,3,24.5,0,2,311,66.1,1,0
0.062,0.716,3,36.1,0,2,189,84.0,3,0
0.32,0.614,3,10.7,1,0,465,60.7,2,0
0.242,0.796,4,9.7,0,0,317,76.0,3,0
0.057,0.874,3,37.7,0,0,338,80.1,3,0
0.835,0.641,3,7.3,0,2,337,80.8,1,0
0.399,0.64,1,60.0,0,1,223,71.6,1,0
0.341,0.893,4,28.2,0,0,233,94.6,3,0
0.536,0.883,2,21.7,0,1,309,72.1,1,0
0.337,0.91,2,27.3,0,0,469,83.7,3,0
0.615,0.806,2,8.5,0,3,196,78.6,3,0
1.414,0.734,4,26.4,0,1,487,74.1,3,0
0.202,0.619,1,9.4,0,2,286,88.7,2,0
0.719,0.874,1,6.4,0,1,425,81.8,2,0
0.141,0.81,3,41.9,1,0,292,50.4,2,0
1.35,0.799,5,60.0,1,0,386,61.5,1,0
1.644,0.751,1,3.8,0,1,179,52.6,1,0
0.155,0.641,6,0.5,0,1,342,47.6,3,0
0.274,0.97,1,16.0,0,1,354,70.6,3,0
0.039,0.876,1,60.0,0,1,384,80.1,2,0
0.175,0.81,4,18.4,1,1,332,77.6,1,0
0.07,0.925,0,2.3,0,0,472,73.0,2,0
0.005,0.853,2,60.0,0,1,402,93.5,2,0
0.317,0.802,0,11.0,0,1,202,86.8,1,0
0.122,0.822,2,29.0,1,0,259,82.3,3,0
1.267,0.818,2,26.2,0,0,395,96.6,2,0
0.495,0.848,1,6.7,1,0,303,81.5,2,0
0.184,0.814,2,12.0,0,2,370,75.0,3,0
0.895,0.905,3,13.5,1,1,385,62.5,1,0
0.227,0.928,3,17.5,0,1,239,91.2,2,0
0.631,0.856,2,1.5,0,3,463,81.7,2,0
1.224,0.239,1,5.6,1,1,484,44.2,1,0
0.066,0.788,2,0.5,0,0,285,78.8,3,0
0.426,0.959,0,4.0,1,0,326,62.9,3,0
0.48,0.942,5,9.1,0,0,512,80.9,2,0
1.062,0.855,3,8.0,3,2,167,81.8,2,0
1.033,0.954,2,4.1,0,0,114,43.1,1,0
0.212,0.945,1,33.2,1,0,345,77.8,3,0
0.029,0.86,4,0.5,0,0,356,59.9,3,0
0.545,0.812,3,25.0,1,1,420,89.6,1,0
0.07,0.821,2,3.9,0,0,420,80.3,1,0
0.195,0.952,0,10.4,2,0,224,64.2,1,0
0.096,0.984,1,3.1,0,1,494,55.5,2,0
0.416,0.785,4,25.6,0,1,133,93.9,2,0
0.905,0.905,3,25.0,0,1,173,96.1,1,0
0.085,0.75,2,10.1,0,0,422,83.1,3,0
0.909,0.915,2,5.2,0,1,233,58.4,3,0
0.089,0.787,0,8.8,1,0,483,69.8,3,0
0.179,0.801,2,18.6,0,0,362,63.3,3,0
0.43,0.789,2,3.2,0,1,362,55.3,1,0
0.145,0.756,3,38.0,1,0,328,93.3,1,0
0.325,0.794,1,38.5,0,1,363,82.7,1,0
0.473,0.736,3,26.7,0,0,545,75.8,3,0
0.715,0.71,4,1.5,0,0,334,64.6,1,0
0.098,0.775,2,0.7,1,3,334,76.7,3,0
1.259,0.764,1,20.2,0,1,453,62.0,3,0
0.125,0.944,4,17.7,0,1,400,87.8,3,0
0.104,0.808,3,6.7,2,1,318,50.0,3,0
0.009,0.777,3,31.6,1,2,325,81.7,2,0
0.007,0.818,3,49.6,0,0,316,86.6,2,0
0.167,0.879,2,3.2,0,3,211,82.8,1,0
1.056,0.911,3,14.4,0,1,356,65.9,2,0
0.206,0.858,0,13.7,0,3,109,88.6,3,0
0.971,0.634,0,23.0,0,2,448,53.0,3,0
0.028,0.714,3,40.2,0,2,387,86.0,2,0
0.463,0.851,1,60.0,0,1,297,91.8,2,0
0.97,0.647,2,1.5,0,3,289,87.5,1,0
0.148,0.688,3,9.5,0,1,325,77.5,3,0
0.315,0.966,1,28.8,0,0,431,64.7,2,0
0.51,0.902,1,3.1,0,5,512,97.8,1,0
0.219,0.69,0,33.5,0,0,504,90.6,2,0
0.249,0.696,2,41.3,0,1,219,51.3,3,0
1.972,0.69,4,2.2,0,0,143,47.6,2,0
1.369,0.938,0,0.5,0,3,168,91.8,3,0
0.52,0.757,2,44.3,0,1,277,45.7,2,0
0.717,0.614,1,6.3,0,3,339,63.4,2,0
0.117,0.835,1,1.0,0,0,414,70.1,3,0
0.308,0.944,2,18.0,1,1,190,93.1,3,0
0.582,0.529,1,9.2,0,0,237,82.2,1,0
0.567,0.808,3,18.0,3,0,330,51.3,3,0
1.935,0.667,2,32.4,0,1,512,86.8,2,0
1.302,0.813,2,31.0,0,1,357,95.0,3,0
0.375,0.75,1,31.9,0,0,328,66.0,3,0
0.019,0.683,1,30.5,0,0,278,88.1,2,0
0.174,0.839,2,10.8,1,2,302,89.6,2,0
0.487,0.975,4,42.5,1,3,396,44.3,3,0
0.034,0.851,1,5.6,0,2,348,72.8,2,0
1.884,0.772,1,6.9,0,1,281,96.7,2,0
0.444,0.954,1,32.0,0,0,285,97.4,3,0
0.107,0.682,4,26.5,0,5,470,62.3,1,0
0.778,0.905,2,9.8,1,1,365,75.6,3,0
0.142,0.909,1,23.8,0,0,289,37.6,1,0
0.537,0.773,0,22.0,1,1,346,81.9,1,0
2.924,0.91,3,2.5,0,2,240,44.2,2,0
0.157,0.898,4,1.1,1,1,387,88.3,2,0
0.023,0.597,1,1.6,0,0,226,81.2,1,0
1.129,0.86,3,10.8,0,2,455,64.7,1,0
0.066,0.777,4,7.0,0,0,318,69.2,3,0
1.074,0.718,3,15.1,2,1,414,87.7,3,0
0.149,0.947,3,3.7,0,1,428,78.9,1,0
0.594,0.575,1,3.5,0,1,400,49.5,2,0
0.003,0.962,5,4.3,0,1,400,85.9,2,0
0.4,0.643,5,10.4,0,1,260,69.1,2,0
0.033,0.845,3,0.9,0,1,386,77.8,3,0
1.334,0.701,3,32.4,0,2,317,81.5,1,0
0.777,0.948,4,13.4,0,3,347,67.1,2,0
0.108,0.867,2,3.2,0,1,429,94.2,2,0
0.065,0.862,0,6.4,0,2,316,45.2,1,0
0.925,0.886,0,2.3,1,1,245,71.0,3,0
0.07,0.926,2,13.0,0,2,276,28.9,2,0
0.025,0.903,1,21.6,0,0,325,82.7,2,0
0.178,0.565,2,13.6,0,1,441,79.1,3,0
0.091,0.888,2,17.0,0,1,199,84.7,3,0
0.388,0.959,2,7.0,0,0,328,63.2,3,0
0.04,0.768,2,23.4,0,0,261,68.0,1,0
0.068,0.626,2,30.3,0,2,390,80.5,3,0
0.687,0.941,1,36.7,0,0,368,95.9,2,0
1.299,0.825,6,22.2,0,2,306,71.1,2,0
0.309,0.637,3,34.3,1,1,280,81.1,1,0
0.683,0.77,4,27.1,0,1,479,66.5,2,0
0.427,0.699,2,0.9,0,4,285,83.4,3,0
0.235,0.916,4,5.8,0,0,563,79.1,3,0
0.813,0.884,4,9.5,0,1,-1,87.6,1,0
0.002,0.876,3,29.7,1,2,137,71.6,1,0
0.443,0.731,4,13.5,0,2,405,69.7,2,0
0.559,0.446,0,17.1,0,2,286,78.5,1,0
0.215,0.581,2,2.8,0,2,123,90.2,1,0
0.4,0.933,1,8.1,0,1,372,89.3,3,0
0.554,0.833,7,25.4,0,2,293,83.3,1,0
0.056,0.84,2,21.3,0,0,401,74.0,3,0
0.407,0.805,0,22.4,0,0,420,77.0,3,0
0.611,0.949,2,4.9,0,2,494,54.3,1,0
0.28,0.877,1,3.3,1,3,282,49.8,3,0
0.101,0.958,1,46.3,1,0,396,66.8,1,0
0.555,0.808,1,1.8,0,0,411,71.2,1,0
0.314,0.797,1,18.5,0,0,407,76.7,1,0
0.145,0.792,1,9.1,0,0,396,86.9,3,0
0.547,0.91,3,31.9,0,0,407,69.8,1,0
0.588,0.552,2,14.0,0,0,239,82.1,3,0
0.178,0.852,2,6.9,0,0,411,65.0,2,0
0.416,0.684,2,0.5,1,2,469,83.7,2,0
1.0,0.684,3,13.9,0,2,158,97.1,3,0
1.439,0.777,1,44.4,0,2,508,45.7,2,0
0.428,0.946,2,14.7,0,2,479,82.9,2,0
0.138,0.914,2,0.5,0,0,96,86.4,1,0
0.856,0.803,2,2.6,0,1,331,79.6,2,0
0.026,0.764,4,0.5,0,1,261,86.0,2,0
0.188,0.905,2,25.2,0,1,492,89.0,1,0
0.22,0.514,4,6.0,0,0,292,61.5,3,0
0.03,0.663,2,13.1,0,1,319,92.4,2,0
0.759,0.936,2,26.3,0,1,218,47.2,1,0
0.424,0.957,2,18.0,0,2,295,96.1,3,0
0.29,0.728,0,13.1,0,1,381,73.8,3,0
0.045,0.876,2,5.2,0,0,482,95.5,3,0
0.987,0.865,3,6.1,1,0,322,66.7,2,0
2.641,0.916,2,31.2,0,0,411,83.9,2,0
0.247,0.774,0,0.9,0,2,440,72.3,3,0
0.752,0.599,3,60.0,1,1,448,64.5,3,0
0.388,0.842,4,10.8,0,1,499,81.9,3,0
0.248,0.935,0,13.9,0,1,310,31.3,2,0
0.297,0.918,2,2.7,1,1,311,82.5,2,0
0.655,0.657,3,3.0,0,2,326,95.8,2,0
0.506,0.75,1,8.4,0,0,297,76.5,3,0
1.029,0.812,4,11.0,0,1,427,67.9,2,0
0.583,0.92,3,58.8,0,0,293,76.5,2,0
0.164,0.816,1,9.3,0,0,464,63.3,2,0
0.285,0.925,1,31.9,0,0,486,76.8,2,0
0.963,0.901,1,40.0,0,1,701,85.9,2,0
0.14,0.788,4,18.2,0,0,437,66.7,1,0
0.768,0.924,2,57.4,1,1,380,84.7,3,0
0.955,0.83,1,3.9,0,1,303,75.7,1,0
0.761,0.836,1,10.5,0,2,368,86.0,1,0
0.076,0.818,4,58.7,1,2,216,78.8,1,0
0.347,0.921,3,10.7,0,3,704,94.2,2,0
1.417,0.769,4,46.1,0,3,329,71.3,1,0
0.077,0.835,0,35.4,1,1,433,76.3,1,0
1.515,0.914,5,11.7,0,0,287,80.0,3,0
0.518,0.877,1,19.8,0,1,341,89.7,3,0
0.637,0.744,3,10.7,1,2,386,88.8,2,0
0.167,0.997,2,11.9,0,0,413,97.2,1,0
0.194,0.94,1,16.5,0,1,495,77.3,1,0
0.041,0.806,3,11.5,1,1,301,83.1,1,0
0.499,0.746,1,34.7,1,0,291,80.3,1,0
0.113,0.967,2,7.3,0,2,389,66.3,3,0
0.335,0.94,2,3.9,0,0,233,65.8,3,0
0.437,0.784,1,11.7,0,1,521,97.3,1,0
0.191,0.693,0,30.5,0,0,542,78.1,2,0
0.063,0.928,2,48.3,1,2,546,86.5,3,0
1.574,0.967,6,17.7,0,1,504,91.4,2,0
0.469,0.837,1,5.4,1,1,236,95.2,1,0
0.026,0.961,1,4.8,2,0,198,47.1,3,0
0.014,0.668,0,20.9,0,0,277,91.8,1,0
0.594,0.987,1,9.7,1,0,208,93.6,1,0
0.694,0.785,0,13.0,0,2,389,68.3,1,0
0.863,0.721,2,60.0,0,0,159,88.7,2,0
0.103,0.913,1,7.9,0,3,479,79.7,3,0
0.271,0.858,2,60.0,0,1,371,68.0,2,0
0.182,0.563,2,4.1,0,2,321,81.6,2,0
0.284,0.718,3,52.4,0,2,344,81.7,2,0
0.036,0.866,3,9.7,0,3,368,88.2,2,0
0.423,0.624,1,5.3,0,0,220,77.2,1,0
0.203,0.772,3,60.0,1,3,263,66.5,1,0
0.57,0.656,5,15.4,0,1,506,87.3,1,0
0.114,0.773,1,8.2,0,0,466,85.6,3,0
0.42,0.778,0,3.9,0,1,284,85.9,3,0
0.386,0.741,4,10.8,0,0,535,92.5,2,0
0.452,0.941,1,60.0,0,0,312,83.8,3,0
0.191,0.839,1,5.8,0,1,264,91.0,2,0
1.052,0.682,5,7.5,0,1,189,89.5,1,0
0.137,0.814,1,3.4,0,0,273,82.8,2,0
0.071,0.784,0,13.6,0,2,320,80.3,2,0
0.207,0.937,5,21.6,1,0,411,58.2,3,0
1.88,0.72,1,22.2,1,1,227,72.7,3,0
0.42,0.908,2,3.3,0,0,231,93.8,1,0
0.257,0.788,3,19.1,0,1,251,72.3,3,0
0.472,0.518,1,35.1,0,0,359,77.6,2,0
0.08,0.926,3,5.7,2,0,412,59.5,2,0
0.316,0.515,1,6.2,1,3,345,59.1,1,0
0.802,0.885,3,13.6,0,1,158,86.0,2,0
0.101,0.852,5,8.7,1,1,441,51.6,2,0
0.857,0.8,0,1.4,1,2,448,65.9,2,0
0.081,0.864,1,0.5,0,0,297,30.6,3,0
0.683,0.744,3,2.8,1,1,481,65.7,3,0
0.028,0.836,2,8.3,0,0,292,66.0,2,0
0.256,0.722,3,4.9,0,0,236,77.5,3,0
0.66,0.719,4,31.3,2,1,384,87.9,3,0
0.232,0.963,3,14.4,0,1,320,83.2,3,0
0.187,0.948,3,6.5,0,2,405,65.2,1,0
0.325,0.745,2,7.3,0,0,341,80.8,1,0
0.345,0.817,1,4.6,0,0,375,80.6,2,0
0.021,0.701,3,60.0,0,0,528,56.5,1,0
0.074,0.952,2,7.5,0,2,352,82.0,1,0
0.394,0.876,1,6.6,1,1,382,86.8,2,0
0.352,0.799,1,1.0,0,0,120,76.9,1,0
0.282,0.888,1,9.9,0,0,465,51.5,3,0
0.261,0.965,3,7.6,1,0,348,72.5,1,0
0.026,0.861,2,14.3,0,1,473,92.9,1,0
0.038,0.679,1,1.3,1,1,384,78.7,3,0
1.023,0.916,3,2.0,0,1,367,97.6,3,0
0.264,0.817,2,8.5,1,1,240,66.3,2,0
0.243,0.605,0,12.8,0,1,411,55.0,3,0
0.029,0.716,3,16.3,2,0,285,78.2,1,0
0.065,0.939,2,16.9,0,3,323,69.6,2,0
0.135,0.793,3,8.6,0,1,259,70.5,3,0
0.609,0.859,3,18.1,0,1,354,64.4,1,0
1.296,0.805,1,20.9,0,0,487,76.0,2,0
0.426,0.742,2,60.0,0,2,366,50.3,3,0
0.456,0.762,2,15.5,0,0,443,52.6,3,0
0.323,0.701,3,10.0,0,1,492,80.9,2,0
0.085,0.821,0,0.6,0,0,392,90.4,2,0
0.211,0.786,0,60.0,0,0,289,88.8,1,0
1.295,0.635,1,44.7,0,0,358,79.9,1,0
0.254,0.73,2,51.9,0,2,367,65.3,1,0
0.159,0.503,2,8.8,0,1,352,94.3,1,0
0.082,0.891,3,6.2,0,2,361,70.1,1,0
0.324,0.631,1,11.7,0,0,351,92.2,3,0
1.108,0.629,1,3.8,0,0,400,84.4,3,0
0.898,0.723,2,16.2,0,0,407,71.8,3,0
0.171,0.705,3,3.6,0,2,408,88.0,3,0
0.401,0.83,4,14.8,1,1,589,86.7,2,0
0.276,0.711,1,21.8,0,0,200,78.6,3,0
0.107,0.883,0,19.2,0,1,372,55.5,1,0
1.498,0.994,1,39.5,0,2,225,81.7,3,0
0.414,0.674,3,8.0,1,1,222,70.6,2,0
0.246,0.92,0,14.2,0,0,294,31.9,1,0
0.087,0.893,5,17.4,0,0,449,79.2,3,0
2.671,0.739,3,1.5,2,0,517,89.8,2,0
0.168,0.826,1,6.8,0,1,468,54.6,2,0
0.633,0.719,0,20.7,0,2,395,86.3,1,0
1.597,0.637,4,37.0,0,2,346,95.5,3,0
0.132,0.92,3,0.9,0,0,411,23.6,3,0
0.126,0.798,3,60.0,0,1,452,63.4,1,0
0.965,0.703,4,3.2,0,1,165,83.2,1,0
0.704,0.694,2,13.5,0,0,293,84.5,1,0
0.354,0.731,4,3.0,0,0,359,49.4,1,0
0.986,0.816,3,34.9,0,2,435,79.8,1,0
0.478,0.908,2,5.0,0,1,425,88.7,3,0
0.181,0.831,5,46.1,0,1,167,70.0,2,0
0.342,0.941,0,14.9,0,0,313,55.6,2,0
0.302,0.967,0,20.0,0,1,501,88.1,2,0
0.195,0.86,2,2.1,0,1,328,69.6,2,0
0.741,0.692,3,6.9,1,1,583,44.7,2,0
0.388,0.849,2,12.5,0,1,402,72.9,1,0
0.23,0.726,3,13.4,0,2,300,85.6,1,0
0.924,0.874,3,5.8,0,0,542,70.8,2,0
0.396,0.956,2,8.8,0,0,360,89.8,1,0
0.071,0.817,3,7.8,0,0,354,90.8,2,0
0.788,0.813,2,5.8,1,0,460,83.7,1,0
0.585,0.739,2,7.5,0,3,360,97.6,1,0
2.054,0.735,0,2.1,0,0,486,80.3,3,0
0.625,0.765,3,18.4,0,0,410,71.2,2,0
0.363,0.915,2,30.4,1,0,394,72.8,1,0
1.143,0.726,2,7.9,0,0,183,87.6,1,0
0.209,0.842,2,34.7,0,0,352,63.4,1,0
0.761,0.76,3,41.3,0,0,456,76.8,2,0
0.029,0.723,0,12.1,0,1,129,61.3,3,0
0.093,0.703,2,9.2,0,1,437,55.6,3,0
0.425,0.969,2,36.9,0,1,396,85.7,1,0
0.547,0.686,5,10.0,0,1,126,79.4,3,0
0.338,0.988,3,17.7,0,0,310,95.6,2,0
0.592,0.849,2,4.0,0,0,487,65.7,3,0
2.054,0.581,1,0.5,0,2,528,67.6,3,1
0.509,0.59,2,10.0,0,1,300,82.6,3,0
0.754,0.894,1,24.2,0,2,491,95.6,3,0
0.117,0.487,3,3.3,3,1,381,65.8,3,0
0.352,0.979,0,1.0,0,0,283,72.1,1,0
1.142,0.659,3,27.1,0,0,108,80.2,3,0
0.939,0.894,1,47.4,0,1,465,37.7,1,0
0.083,0.716,7,5.7,1,1,260,79.0,3,0
1.126,0.654,0,6.0,0,2,399,88.6,1,0
0.426,0.789,1,4.4,1,3,437,58.2,2,0
0.39,0.795,0,58.1,1,1,312,56.3,3,0
0.481,0.846,2,34.5,0,2,341,99.1,2,0
0.613,0.851,2,7.9,0,1,387,76.6,2,0
0.091,0.895,2,18.2,0,1,491,61.1,3,0
0.162,0.848,2,27.0,1,0,119,46.8,1,0
0.123,0.932,2,4.6,1,0,156,90.1,1,0
0.178,0.767,3,3.0,0,1,199,83.6,3,0
0.74,0.865,1,16.4,1,2,336,50.4,3,0
0.566,0.818,2,11.8,1,1,270,76.5,2,0
1.432,0.921,0,0.9,0,0,336,87.1,1,0
1.364,0.713,2,1.1,1,1,360,56.6,3,0
1.444,0.861,1,8.5,0,0,379,78.5,2,0
1.016,0.807,0,60.0,0,3,176,67.6,1,0
0.144,0.799,2,0.8,0,1,295,90.7,2,0
0.088,0.842,1,0.5,1,0,191,65.0,3,0
0.127,0.452,1,35.9,0,0,555,90.6,1,0
0.361,0.904,0,29.2,0,3,329,91.3,3,0
1.593,0.801,2,1.6,0,1,408,83.0,2,0
0.678,0.564,2,24.0,0,1,476,69.9,2,0
1.739,0.94,0,50.6,0,3,294,65.9,3,0
0.37,0.864,2,7.5,1,0,357,76.3,3,0
0.688,0.847,1,13.4,0,1,356,94.6,3,0
0.921,0.899,2,37.3,0,0,364,32.2,3,0
0.162,0.848,5,8.4,0,1,458,71.9,3,0
0.122,0.626,1,8.5,0,0,338,94.1,3,0
0.067,0.92,4,60.0,0,1,333,66.9,1,0
0.021,0.787,6,0.7,0,1,415,77.0,2,1
0.332,0.832,0,0.5,1,4,399,67.2,2,0
0.258,0.746,1,3.5,0,3,470,77.8,1,0
1.039,0.562,4,29.0,1,1,345,91.3,3,0
0.007,0.952,1,35.6,1,2,184,63.9,2,0
0.061,0.588,2,8.7,0,2,311,77.8,1,0
0.142,0.88,3,4.2,1,1,480,73.5,3,0
0.467,0.821,2,1.2,0,1,333,66.9,1,0
0.659,0.871,3,47.9,0,1,294,79.3,1,0
0.431,0.963,1,38.8,0,1,260,91.4,2,0
0.013,0.741,1,1.2,0,1,262,90.0,2,0
0.636,0.576,2,22.6,0,0,191,69.9,1,0
0.534,0.838,4,49.8,0,0,363,54.9,1,0
0.131,0.391,4,16.0,1,1,347,59.7,2,0
0.089,0.79,4,19.2,0,3,473,79.0,1,0
0.212,0.876,1,20.0,0,0,435,82.9,1,0
0.01,0.82,2,7.6,1,0,340,84.5,2,0
0.105,0.828,3,8.9,0,1,400,73.7,2,0
0.134,0.924,2,8.2,0,1,407,67.3,1,0
0.302,0.546,3,6.9,1,1,378,56.4,3,0
0.129,0.575,0,6.4,0,1,409,49.0,2,0
1.885,0.957,3,21.7,0,2,276,74.4,2,0
0.662,0.33,0,39.0,0,0,137,67.4,1,0
0.005,0.931,1,21.2,1,1,252,66.6,1,0
0.159,0.918,1,12.5,0,0,363,66.4,2,0
1.311,0.814,1,14.6,1,0,274,70.4,1,0
0.017,0.765,2,9.8,2,1,320,47.3,2,0
0.521,0.904,2,12.5,0,2,306,51.7,2,0
0.52,0.756,1,19.6,0,2,196,53.7,2,0
0.691,0.739,0,33.3,1,1,296,77.3,2,0
0.423,0.458,4,2.1,0,1,413,68.7,2,0
0.799,0.894,1,3.8,1,0,478,43.1,1,0
0.796,0.91,4,14.6,0,1,195,68.0,3,0
0.007,0.894,3,60.0,0,0,367,80.6,1,0
0.7,0.909,1,0.5,1,1,487,65.5,1,0
0.533,0.702,1,29.7,1,0,421,82.6,1,0
0.807,0.457,0,6.0,1,0,312,90.5,2,0
0.391,0.637,1,1.7,0,1,220,58.2,1,0
0.264,0.825,1,55.7,0,0,480,67.2,3,0
0.086,0.949,1,5.2,0,1,255,79.8,3,0
0.628,0.847,0,1.6,0,1,393,80.3,1,0
1.245,0.697,3,6.3,0,0,500,69.0,2,0
0.054,0.62,2,25.3,0,2,292,93.5,3,0
0.239,0.915,3,3.8,0,0,437,77.7,1,0
1.412,0.696,0,5.1,0,1,371,73.1,3,0
0.569,0.816,3,0.8,1,4,278,92.7,2,0
0.508,0.763,4,0.5,0,0,195,56.8,1,0
1.152,0.928,1,1.6,1,1,203,88.4,1,0
0.392,0.785,5,7.0,1,1,217,85.1,1,0
0.33,0.66,1,11.7,0,2,406,70.0,1,0
2.533,0.765,2,26.4,1,0,535,63.2,3,0
0.425,0.753,2,0.5,0,0,313,95.6,2,0
1.19,0.609,4,11.6,0,0,173,91.6,2,0
0.728,0.813,2,13.7,0,1,306,61.8,2,0
0.404,0.788,0,12.2,0,0,414,82.2,3,0
0.374,0.594,1,20.2,0,0,354,75.4,2,0
0.482,0.785,1,6.8,0,0,395,75.5,3,0
0.737,0.728,3,4.6,1,1,326,98.9,2,0
0.328,0.854,0,9.4,0,2,367,60.7,3,0
0.641,0.932,1,8.5,0,2,243,79.1,2,0
0.764,0.933,3,58.3,0,0,492,85.7,1,0
0.539,0.786,1,30.6,0,1,336,78.7,1,0
0.021,0.731,2,15.7,0,1,385,98.0,1,0
0.842,0.925,3,5.5,3,0,297,91.2,2,0
0.192,0.923,2,6.9,0,0,385,84.4,3,0
0.114,0.771,0,43.5,0,1,139,74.0,1,0
0.489,0.894,2,4.7,0,0,349,87.0,2,0
0.547,0.781,4,37.4,0,1,311,78.0,2,0
0.24,0.859,0,24.8,0,0,362,71.8,1,0
0.498,0.638,1,27.2,1,1,322,74.5,2,0
0.36,0.409,2,14.0,0,0,134,72.8,3,0
0.557,0.6,0,13.2,0,2,481,59.0,2,0
0.357,0.684,3,3.5,0,0,410,82.2,2,0
0.052,0.817,1,0.6,0,1,397,88.4,3,0
0.015,0.87,3,36.0,0,2,371,54.4,3,0
0.309,0.883,3,18.8,2,1,425,66.6,1,0
0.034,0.736,0,9.4,0,0,350,51.3,2,0
0.063,0.819,1,30.0,1,0,391,65.4,1,0
0.446,0.876,5,0.8,0,2,447,69.4,3,0
1.016,0.731,0,11.5,0,3,265,55.6,3,0
0.609,0.855,1,8.3,0,0,204,74.5,1,0
0.463,0.808,2,9.4,0,1,430,57.0,3,0
0.849,0.851,2,4.4,0,0,441,81.7,3,0
0.588,0.72,1,6.9,0,2,370,93.8,2,0
0.362,0.835,3,5.2,0,0,173,79.0,2,0
0.938,0.886,4,0.5,0,2,248,89.6,1,0
0.215,0.489,2,26.5,0,1,431,36.1,1,0
0.193,0.794,2,16.7,0,0,519,55.9,1,0
1.007,0.953,3,25.9,0,1,373,78.0,3,0
0.025,0.989,1,29.8,0,1,270,82.4,1,0
0.192,0.645,3,21.5,1,1,205,74.5,1,0
0.201,0.485,1,24.4,0,0,361,84.8,1,0
0.209,0.898,1,49.8,0,3,356,89.0,1,0
0.209,0.643,0,35.9,0,0,509,68.8,2,0
0.104,0.855,3,5.6,0,1,211,92.2,2,0
0.311,0.328,2,0.5,1,1,374,66.0,2,0
0.246,0.771,3,4.6,0,0,364,56.4,3,0
0.429,0.671,2,0.9,0,2,280,69.2,1,0
0.369,0.911,1,3.8,0,1,463,79.4,2,0
0.161,0.853,2,21.7,0,0,467,85.9,1,0
0.171,0.851,1,0.5,0,2,53,74.0,1,0
0.327,0.748,2,9.1,0,0,513,58.4,1,0
0.61,0.976,1,9.4,0,1,144,63.6,3,0
0.644,0.866,1,0.5,1,1,219,54.2,2,0
0.403,0.707,3,22.5,0,1,419,70.4,3,0
0.889,0.933,4,18.2,0,1,516,56.2,2,0
0.901,0.859,3,19.1,0,2,254,48.0,2,0
1.152,0.877,1,10.8,0,1,316,94.0,2,0
0.466,0.706,3,3.8,0,2,511,68.0,2,0
0.728,0.654,2,6.4,0,0,404,96.0,2,0
0.337,0.916,2,8.6,1,1,228,56.2,2,0
0.565,0.878,2,58.9,0,0,497,84.9,1,0
2.523,0.575,2,14.7,0,1,283,90.2,2,0
1.122,0.89,3,9.0,0,1,148,63.2,1,0
0.388,0.914,0,33.3,0,0,422,86.8,1,0
1.002,0.766,3,35.2,0,1,345,75.9,1,0
0.003,0.65,4,2.6,0,0,191,59.9,1,0
0.05,0.918,1,36.9,0,1,495,69.0,2,0
1.713,0.808,0,17.0,1,0,295,63.4,2,0
0.251,0.792,1,0.5,0,2,363,47.7,1,0
0.287,0.926,4,9.1,0,1,416,73.5,2,0
0.058,0.858,3,12.6,1,0,292,86.8,2,0
0.255,0.776,2,1.7,0,3,149,75.0,2,0
0.804,0.837,0,21.7,0,0,525,79.9,3,0
0.307,0.733,0,60.0,0,1,285,75.0,3,0
0.06,0.819,3,19.0,0,0,484,75.7,2,0
1.067,0.674,5,3.0,1,3,421,75.5,3,0
0.949,0.616,3,2.2,0,1,314,74.0,3,0
0.211,0.779,4,3.3,0,0,320,87.8,3,0
0.377,0.797,0,23.6,0,3,256,61.4,2,0
0.66,0.835,1,9.5,1,0,297,61.7,3,0
0.966,0.581,0,29.7,1,1,512,76.7,2,0
1.693,0.717,2,9.2,0,2,493,85.2,1,0
0.673,0.836,2,26.6,1,2,462,67.4,1,0
0.044,0.955,2,0.6,0,1,360,78.9,1,0
0.188,0.931,4,1.8,0,0,280,54.6,3,0
0.37,0.945,0,11.0,1,2,333,77.5,3,0
0.124,0.908,3,2.6,0,1,261,55.9,3,0
0.355,0.868,2,8.3,0,1,332,60.7,2,0
0.783,0.802,1,10.9,0,0,411,64.0,3,0
0.389,0.885,0,12.4,0,1,443,83.0,1,0
2.255,0.843,3,7.9,1,0,418,66.9,1,0
1.216,0.811,3,13.9,0,0,464,72.1,3,0
0.533,0.847,3,11.5,0,2,527,92.9,1,0
0.704,0.825,1,0.5,0,1,483,72.5,2,0
0.2,0.935,2,1.3,1,1,343,62.8,2,0
0.26,0.883,2,6.4,0,1,289,95.3,3,0
0.002,0.969,2,23.2,0,0,398,43.1,1,0
0.953,0.893,3,0.8,1,1,402,95.0,3,0
1.847,0.984,2,6.7,0,0,305,70.6,1,0
0.192,0.724,2,9.3,1,0,261,60.7,3,0
0.046,0.951,2,0.5,0,0,234,89.3,2,0
0.376,0.885,0,10.3,0,0,512,69.1,1,0
0.282,0.58,1,19.7,1,4,413,68.6,3,0
